split,selection_id,operation,sample_id,video_id,target,random,n_random
special,key.T.p20.point,conditional_keep,08,08,0.910299594203631,0.7718853376431842,44
special,key.T.p30.point,delete,08,08,0.08259699245293935,0.026374313433965055,50
special,key.T.p20.block3,delete,08,08,0.021812791625658672,,0
special,key.T.p20.block3,global_keep,08,08,0.9170896808306376,,0
special,key.T.p20.block3,conditional_keep,08,08,0.8815115839242935,,0
special,key.T.p20.word,delete,08,08,0.02228628098964691,0.019030746249925522,28
special,key.T.p20.word,global_keep,08,08,0.7918038790424665,0.8062005791857484,28
special,key.T.p20.word,conditional_keep,08,08,0.7407993798454602,0.7584974568065564,28
special,key.A.p10.point,delete,08,08,0.004304319620132446,0.001655145982901255,10
special,key.A.p20.point,delete,08,08,0.004883224765459696,0.002977127152861971,44
special,key.A.p20.point,global_keep,08,08,0.6821247885624568,0.6843428100374612,44
special,key.A.p20.point,conditional_keep,08,08,0.9826716780662537,0.9871838334383386,44
special,key.A.p30.point,delete,08,08,0.0026779919862747192,0.004020156860351563,50
special,key.A.p20.block3,delete,08,08,0.0060188621282577515,,0
special,key.A.p20.block3,global_keep,08,08,0.7164110541343689,,0
special,key.A.p20.block3,conditional_keep,08,08,0.9779072950283686,,0
special,key.V.p10.point,delete,08,08,0.0005424867073694866,0.0003108243147532145,10
special,key.V.p20.point,delete,08,08,0.0010546396176020305,0.00046186995777216833,44
special,key.V.p20.point,global_keep,08,08,0.658393919467926,0.6560350684166857,44
special,key.V.p20.point,conditional_keep,08,08,0.995113675793012,0.9978967541546534,44
special,key.V.p30.point,delete,08,08,0.0006557106971740723,0.0006420718630154928,50
special,key.V.p20.block3,delete,08,08,0.0006134510040283203,,0
special,key.V.p20.block3,global_keep,08,08,0.6584715222318966,,0
special,key.V.p20.block3,conditional_keep,08,08,0.9974278807640076,,0
special,key.J.p10.joint,delete,08,08,0.045030057430267334,0.00951085090637207,10
special,key.J.p20.joint,delete,08,08,0.10190007587273915,0.018570962954651226,44
special,key.J.p20.joint,global_keep,08,08,0.9233752439419428,0.773943310568222,44
special,key.J.p20.joint,conditional_keep,08,08,0.9233752439419428,0.773943310568222,44
special,key.J.p30.joint,delete,08,08,0.0859019656976064,0.029740374286969504,50
special,key.U.p20.union,global_keep,08,08,0.9156696125864983,0.7721910273239975,44
special,key.T.p10.point,delete,09,09,0.023156046867370605,0.006797545154889425,50
special,key.T.p20.point,delete,09,09,0.033756256103515625,0.014334863026936848,50
special,key.T.p20.point,global_keep,09,09,0.9151903688907623,0.7106221168356325,50
special,key.T.p20.point,conditional_keep,09,09,0.9652710954348246,0.7527334312116727,50
special,key.T.p30.point,delete,09,09,0.036779046058654785,0.01615184446175893,50
special,key.T.p20.block3,delete,09,09,0.013123840093612671,0.011076072851816813,3
special,key.T.p20.block3,global_keep,09,09,0.45398046472109854,0.7635179294480219,3
special,key.T.p20.block3,conditional_keep,09,09,0.4582632898042599,0.8195072462161382,3
special,key.T.p20.word,delete,09,09,0.030893534421920776,0.020653626124064125,50
special,key.T.p20.word,global_keep,09,09,0.8139083683490753,0.7907319720089434,50
special,key.T.p20.word,conditional_keep,09,09,0.8761504292488098,0.84097086319079,50
special,key.A.p10.point,delete,09,09,0.0020299653212229414,0.0006395839154720306,16
special,key.A.p20.point,delete,09,09,0.0008436242739359537,0.0011169691880544026,50
special,key.A.p20.point,global_keep,09,09,0.4991854329903921,0.5199230573450526,50
special,key.A.p20.point,conditional_keep,09,09,0.9976000885168711,0.9958526440461477,50
special,key.A.p30.point,delete,09,09,0.0015397369861602783,0.0015282855431238806,50
special,key.A.p20.block3,delete,09,09,0.0011625389258066814,0.0010972883966233994,3
special,key.A.p20.block3,global_keep,09,09,0.5004230029881,0.5241827066573833,3
special,key.A.p20.block3,conditional_keep,09,09,0.9960253238677979,0.9957313272688123,3
special,key.V.p10.point,delete,09,09,0.00019108255704243976,0.00033820271492004386,50
special,key.V.p20.point,delete,09,09,0.0007107953230539957,0.0006264177958170572,50
special,key.V.p20.point,global_keep,09,09,0.5653959289193153,0.5621626320978005,50
special,key.V.p20.point,conditional_keep,09,09,0.9977577527364095,0.9978484227259955,50
special,key.V.p30.point,delete,09,09,0.001205374797185262,0.0007419627904891968,50
special,key.V.p20.block3,delete,09,09,0.001501937707265218,0.0008198585775163439,3
special,key.V.p20.block3,global_keep,09,09,0.5528734996914864,0.5562568662895097,3
special,key.V.p20.block3,conditional_keep,09,09,0.9943298697471619,0.9965883791446686,3
special,key.J.p10.joint,delete,09,09,0.010543038447697956,0.002415614969590131,17
special,key.J.p20.joint,delete,09,09,0.03152281045913696,0.008973328669865926,50
special,key.J.p20.joint,global_keep,09,09,0.7603766024112701,0.7060448205346863,50
special,key.J.p20.joint,conditional_keep,09,09,0.7603766024112701,0.7060448205346863,50
special,key.J.p30.joint,delete,09,09,0.03727731108665466,0.016874056259791055,50
special,key.U.p20.union,global_keep,09,09,0.9661154747009277,0.7537046246354778,50
special,key.T.p10.point,delete,10,10,0.4530389256154498,0.021166190207004547,50
special,key.T.p20.point,delete,10,10,0.44786864736427867,0.05030392411785822,50
special,key.T.p20.point,global_keep,10,10,0.9169018367926279,0.6476705441980932,50
special,key.T.p20.point,conditional_keep,10,10,0.9571820497512817,0.6379570778086782,50
special,key.T.p30.point,delete,10,10,0.5589964166283607,0.056656281302372616,50
special,key.T.p20.block3,delete,10,10,0.4520731971909603,0.22860702044434014,6
special,key.T.p20.block3,global_keep,10,10,0.9610349933306376,0.9546654224395752,6
special,key.T.p20.block3,conditional_keep,10,10,0.9904812177022299,0.9854000227318869,6
special,key.T.p20.word,delete,10,10,0.24566805362701416,0.0635758154342572,50
special,key.T.p20.word,global_keep,10,10,0.9179509778817495,0.6581362062847863,50
special,key.T.p20.word,conditional_keep,10,10,0.9584108690420786,0.6516115163949628,50
special,key.A.p10.point,delete,10,10,0.002720822890599569,0.0005922206242879232,50
special,key.A.p20.point,delete,10,10,0.005288879076639811,0.0013430627187093096,50
special,key.A.p20.point,global_keep,10,10,0.4976803883910179,0.5307382879976649,50
special,key.A.p20.point,conditional_keep,10,10,0.978414922952652,0.9946960037946702,50
special,key.A.p30.point,delete,10,10,0.0035796662171681723,0.0020647031068801876,50
