checkpoint,split,class_bias,source,main_scenarios,n,missing_macro_f1,missing_mae,missing_accuracy,missing_weighted_f1,clean_macro_f1,clean_mae,clean_accuracy,clean_weighted_f1,clean_pearson
experiments/full_tune_v3/runs/full_tune/seed_1111/best.pt,test,,reports/final_controls/full_tune_v3_seed1111/metrics_per_scenario.csv,72,727,0.5421065687089784,0.7619198849838992,0.596477151153905,0.5886433546872512,0.5829824764268481,0.7084271395470091,0.6203576341127923,0.6220919719691667,0.5708211923107676
experiments/pool_clsctx_v3/runs/late_pool_tune/seed_1111/best.pt,test,,reports/final_controls/pool_clsctx_v3_seed1111/metrics_per_scenario.csv,72,727,0.562415629074203,0.7397553591825283,0.6069463548830812,0.6040875163849542,0.5999687756566994,0.7065815278436243,0.656121045392022,0.6449408168622223,0.5873260518153566
experiments/attn_gridmix_reg1_30_v1/runs/late_attn_tune/seed_1111/best.pt,test,,reports/gridmix_reg1_30_test/metrics_per_scenario.csv,72,727,0.5661114264460936,0.7247869700544016,0.6182752559987773,0.6116811410974206,0.5964056930349065,0.6880576772238365,0.656121045392022,0.6433289082563459,0.5923439004159337
experiments/attn_gridmix_reg1_pw0_v1/runs/late_attn_tune/seed_1111/best.pt,test,,reports/gridmix_reg1_pw0_test/metrics_per_scenario.csv,72,727,0.5511803420730836,0.730156419240577,0.6232232920678588,0.605006644223043,0.5681625958704045,0.6927056969530968,0.6506189821182944,0.6249819923694478,0.5859459597441464
experiments/attn_gridmix_reg1_pw1.0_v1/runs/late_attn_tune/seed_1111/best.pt,test,,reports/gridmix_reg1_pw1.0_test/metrics_per_scenario.csv,72,727,0.5619414474718147,0.7298134457136052,0.5884533088797189,0.5953495594837628,0.5858315869738735,0.6926206325185953,0.6231086657496562,0.6250630465345279,0.5870008318587491
experiments/attn_gridmix_reg1_seed1112_v1/runs/late_attn_tune/seed_1112/best.pt,test,,reports/gridmix_reg1_test_seed1112/metrics_per_scenario.csv,72,727,0.5633550311710329,0.7282847857980439,0.6122000611340364,0.6077065900424825,0.6000946568048188,0.6963651037513646,0.6547455295735901,0.6445119415976196,0.589254442990368
experiments/attn_gridmix_reg1_seed1113_v1/runs/late_attn_tune/seed_1113/best.pt,test,,reports/gridmix_reg1_test_seed1113/metrics_per_scenario.csv,72,727,0.5677272301936016,0.7266356128145676,0.6120472260430995,0.6096319080308485,0.59917962545942,0.6901431462259584,0.6519944979367263,0.643610539579819,0.584062039744809
experiments/attn_gridmix_reg1_v1/runs/late_attn_tune/seed_1111/best.pt,test,,reports/gridmix_test_combo/metrics_per_scenario.csv,72,727,0.5689897763272036,0.7263122026732463,0.6144925874980895,0.6119514358990779,0.5969270106029502,0.6895900293845206,0.6533700137551581,0.6442054228607123,0.5871884597012041
experiments/attn_cls_seed1113_v1/runs/late_attn_tune/seed_1113/best.pt,test,,reports/test/20260925T021018349348Z/metrics_per_scenario.csv,72,727,0.5581753312788188,0.72873510083826,0.5995911661317438,0.5984509280395308,0.5913958798164001,0.6919948069921258,0.6437414030261348,0.6357184545757731,0.5872238970344951
experiments/attn_cls_seed1112_v1/runs/late_attn_tune/seed_1112/best.pt,test,,reports/test/20260925T021321759898Z/metrics_per_scenario.csv,72,727,0.5580450872356955,0.7314576153920851,0.6060484487238269,0.6023129378221147,0.5902185493478891,0.7011145835033293,0.6478679504814305,0.6370365346600025,0.5855547156964036
experiments/attn_cls_seed1113_v1/runs/late_attn_tune/seed_1113/best.pt,test,"[-0.4, 0.05, 0.05]",reports/test/20260925T023121719340Z/metrics_per_scenario.csv,72,727,0.5668827135137309,0.72873510083826,0.6043099495644201,0.6053696802144327,0.605200777602725,0.6919948069921258,0.6519944979367263,0.6468069017473098,0.5872238970344951
experiments/attn_tune_v3/runs/late_attn_tune/seed_1111/best.pt,test,,reports/test/metrics_per_scenario.csv,72,727,0.5633620074062128,0.730062248819643,0.6068890417239798,0.6052862740682491,0.6025887890457852,0.69425459940978,0.6547455295735901,0.6469206279697634,0.5975545272401729
