split,selection_id,operation,sample_id,video_id,target,random,n_random,gain,modality
valid,key.A.p20.point,delete,130456$_$11,130456,0.0027922391891479,0.00155568699042,50,0.0012365521987279002,A
valid,key.V.p20.point,delete,130456$_$11,130456,0.0031640529632568,0.0020440725485483,50,0.0011199804147084998,V
valid,key.J.p20.joint,delete,130456$_$11,130456,0.0959347387154897,0.024671509762605,50,0.0712632289528847,J
valid,key.T.p20.point,delete,130456$_$3,130456,0.2819384820759296,0.0822922778005401,50,0.19964620427538948,T
valid,key.A.p20.point,delete,130456$_$3,130456,0.0017942289511362,0.0021777762969334,50,-0.0003835473457971998,A
valid,key.V.p20.point,delete,130456$_$3,130456,0.0012645324071248,0.0006314033269882,50,0.0006331290801366001,V
valid,key.J.p20.joint,delete,130456$_$3,130456,0.3414465691894293,0.082525612860918,50,0.2589209563285113,J
valid,key.T.p20.point,delete,130456$_$5,130456,0.0444167653719584,0.0655094278009721,44,-0.021092662429013705,T
valid,key.A.p20.point,delete,130456$_$5,130456,0.0043625632921854,0.0039879836969905,9,0.0003745795951949002,A
valid,key.V.p20.point,delete,130456$_$5,130456,0.0040306324760119,0.0021448829634623,44,0.0018857495125496004,V
valid,key.J.p20.joint,delete,130456$_$5,130456,0.0468276912967364,0.0657201331434242,44,-0.018892441846687806,J
valid,key.T.p20.point,delete,130456$_$4,130456,0.0472635179758071,0.0114140533407529,50,0.0358494646350542,T
valid,key.A.p20.point,delete,130456$_$4,130456,0.0101423288385073,0.0046540475277989,18,0.005488281310708401,A
valid,key.V.p20.point,delete,130456$_$4,130456,0.0041411221027374,0.0020637508730093,50,0.0020773712297281,V
valid,key.J.p20.joint,delete,130456$_$4,130456,0.0244346261024475,0.0094312466184298,50,0.0150033794840177,J
valid,key.T.p20.point,delete,130456$_$7,130456,0.3532677839199702,0.0731421067482895,6,0.2801256771716807,T
valid,key.A.p20.point,delete,130456$_$7,130456,0.0322665075461069,0.0090238692031966,6,0.0232426383429103,A
valid,key.V.p20.point,delete,130456$_$7,130456,0.0064201603333155,0.0027348837918705,6,0.0036852765414449994,V
valid,key.J.p20.joint,delete,130456$_$7,130456,0.1979477629065513,0.054318966610091,7,0.1436287962964603,J
valid,key.T.p20.point,delete,130456$_$6,130456,0.2841741697241862,0.0695772052804629,50,0.21459696444372328,T
valid,key.A.p20.point,delete,130456$_$6,130456,0.0056701302528381,0.0035926649967829,50,0.0020774652560552,A
valid,key.V.p20.point,delete,130456$_$6,130456,0.0025711109240849,0.0012983873486518,50,0.0012727235754331,V
valid,key.J.p20.joint,delete,130456$_$6,130456,0.2561247584720452,0.0539027715226014,50,0.2022219869494438,J
valid,key.T.p20.point,delete,188343$_$13,188343,0.0465963433186213,0.0733008301754792,50,-0.026704486856857897,T
valid,key.A.p20.point,delete,188343$_$13,188343,0.0041563063859939,0.0032967809836069,50,0.0008595254023870003,A
valid,key.V.p20.point,delete,188343$_$13,188343,0.0002140949169794,0.0007398096720377,50,-0.0005257147550583,V
valid,key.J.p20.joint,delete,188343$_$13,188343,0.0476859509944915,0.0657973988850911,50,-0.018111447890599604,J
valid,key.T.p20.point,delete,188343$_$12,188343,0.2468138858675956,0.0571918307244777,50,0.1896220551431179,T
valid,key.A.p20.point,delete,188343$_$12,188343,0.0003673434257507,0.0004819331566492,50,-0.00011458973089849999,A
valid,key.V.p20.point,delete,188343$_$12,188343,0.0014407634735107,0.0006397517522176,50,0.0008010117212930999,V
valid,key.J.p20.joint,delete,188343$_$12,188343,0.2452498277028401,0.0589797689268986,50,0.1862700587759415,J
valid,key.T.p20.point,delete,188343$_$5,188343,0.1483354394634564,0.072903358588616,50,0.0754320808748404,T
valid,key.A.p20.point,delete,188343$_$5,188343,0.0053468570113182,0.002668317258358,50,0.0026785397529602,A
valid,key.V.p20.point,delete,188343$_$5,188343,0.0076365247368812,0.0018251953522364,50,0.0058113293846448,V
valid,key.J.p20.joint,delete,188343$_$5,188343,0.1450795655449231,0.0569035814578334,50,0.08817598408708971,J
valid,key.T.p20.point,delete,188343$_$9,188343,0.0833073072135448,0.1234421426802873,50,-0.0401348354667425,T
valid,key.A.p20.point,delete,188343$_$9,188343,0.0036235526204109,0.0029980315640568,50,0.0006255210563541002,A
valid,key.V.p20.point,delete,188343$_$9,188343,0.0068866225580374,0.0021619828542073,50,0.0047246397038301,V
valid,key.J.p20.joint,delete,188343$_$9,188343,0.0837713045378526,0.1329815875436179,50,-0.04921028300576531,J
