selection,n_total,n_eligible,mean_G,median_G,q25_G,q75_G,positive_fraction,n_planned,n_complete,n_not_applicable,n_without_controls,ci_low,ci_high,bootstrap_unit,bootstrap_clusters,random_count_min,random_count_max,n_random_below_20,mean_target,mean_random,modality,operation
key.A.p20.point / conditional_keep,728,724,-0.003645986796153857,-0.001357552916742777,-0.008647905217367108,0.002960946088035904,0.43232044198895025,728,728,0,4,-0.0044836798948256346,-0.0029237695565202944,video_id cluster; sample-weighted mean,239,1,50,86,0.9833762374192614,0.9870222242154152,A,conditional_keep
key.A.p20.point / global_keep,728,724,-8.755472349575453e-05,9.835859760648491e-05,-0.011115121992770594,0.010803983103056997,0.5027624309392266,728,728,0,4,-0.001512071207804632,0.0015465152075884658,video_id cluster; sample-weighted mean,239,1,50,86,0.7711619251502095,0.7712494798737054,A,global_keep
key.J.p20.joint / conditional_keep,728,717,0.06898358481290291,0.05472447807590175,-0.00956306558568032,0.1508174185020229,0.7294281729428173,728,728,0,11,0.05934099893851923,0.07924585628944382,video_id cluster; sample-weighted mean,239,1,50,90,0.8977012745238843,0.8287176897109815,J,conditional_keep
key.J.p20.joint / global_keep,728,717,0.06898358481290291,0.05472447807590175,-0.00956306558568032,0.1508174185020229,0.7294281729428173,728,728,0,11,0.05913284484401869,0.07860354636604502,video_id cluster; sample-weighted mean,239,1,50,90,0.8977012745238843,0.8287176897109815,J,global_keep
key.T.p20.point / conditional_keep,728,724,0.07398964217761023,0.058677061543955245,0.0025198393276272546,0.14991920980886786,0.7596685082872928,728,728,0,4,0.06413528821421213,0.08373247159713001,video_id cluster; sample-weighted mean,239,1,50,66,0.9082584847857134,0.8342688426081032,T,conditional_keep
key.T.p20.point / global_keep,728,724,0.0801329387831489,0.06650939172289028,0.0024458706076258274,0.16848867916925922,0.7596685082872928,728,728,0,4,0.07097335858459425,0.08868575626805676,video_id cluster; sample-weighted mean,239,1,50,66,0.8943725744054968,0.8142396356223477,T,global_keep
key.V.p20.point / conditional_keep,728,703,-0.005672540497363621,-0.0034422589590151764,-0.00900504335761071,0.00012589663267131845,0.2603129445234708,728,713,15,10,-0.006431769252687299,-0.0050077441053762856,video_id cluster; sample-weighted mean,233,1,50,146,0.9845687146935725,0.9902412551909362,V,conditional_keep
key.V.p20.point / global_keep,728,703,0.0037966495724359485,0.0009561725457507553,-0.005482507149378424,0.010934615656733482,0.5476529160739687,728,713,15,10,0.002266157552992959,0.005520201598815973,video_id cluster; sample-weighted mean,233,1,50,146,0.7700344302538535,0.7662377806814175,V,global_keep
