sample_id,modality,n_positions,top20_share,positive_fraction,negative_fraction,median_D
241629$_$0,V,13,0.3266451615721219,0.6923076923076923,0.3076923076923077,0.0010929902394612
241629$_$10,A,18,0.47075057544910404,0.5555555555555556,0.4444444444444444,0.00064088404178615
241629$_$10,T,18,0.7308363987122254,0.4444444444444444,0.5555555555555556,0.0050268620252609
241629$_$10,V,9,0.3007446634720142,0.4444444444444444,0.5555555555555556,0.0012070337931315
241629$_$3,A,28,0.43702640515234725,0.4642857142857143,0.5357142857142857,0.0004835377136866
241629$_$3,T,28,0.6136996220875427,0.6071428571428571,0.39285714285714285,0.02395455539226525
241629$_$3,V,28,0.3923013484356669,0.4642857142857143,0.5357142857142857,0.00026560326417279995
241629$_$5,A,27,0.3694374679535887,0.6296296296296297,0.37037037037037035,0.0009927166004975
241629$_$5,T,27,0.49435335259428187,0.6296296296296297,0.37037037037037035,0.0159393362700939
241629$_$5,V,27,0.41253291706002737,0.4074074074074074,0.5925925925925926,0.0005487166345119
241629$_$8,A,48,0.4142458944823395,0.5625,0.4166666666666667,0.00011740128199255
241629$_$8,T,48,0.45909808654990364,0.5208333333333334,0.4791666666666667,0.0018503963947296
241629$_$8,V,48,0.4321940606700057,0.5625,0.375,8.653601010640463e-05
243646$_$11,A,19,0.46737132715443297,0.631578947368421,0.3684210526315789,0.0005081792672475
243646$_$11,T,19,0.5531522076464876,0.5263157894736842,0.47368421052631576,0.0077395737171173
243646$_$11,V,19,0.380775822674407,0.631578947368421,0.3684210526315789,0.0005201498667399
243646$_$12,A,48,0.3964008256637068,0.5625,0.3333333333333333,0.00021126866340635
243646$_$12,T,48,0.5247572355100117,0.4791666666666667,0.5208333333333334,0.0033371299505233
243646$_$12,V,48,0.36810589063935656,0.4166666666666667,0.5416666666666666,8.316338062286377e-05
243646$_$8,A,12,0.4155175641963661,0.5833333333333334,0.4166666666666667,0.0014688981076081001
243646$_$8,T,12,0.46182077108953107,0.5,0.5,0.018247598161299998
243646$_$8,V,12,0.47854027391095066,0.5833333333333334,0.4166666666666667,0.0003795350591341
243646$_$9,A,1,1.0,1.0,0.0,0.0305023360997438
243646$_$9,T,1,1.0,1.0,0.0,0.2360388084004322
243646$_$9,V,1,1.0,1.0,0.0,0.0322378029425938
247318$_$1,A,16,0.42180658822486594,0.4375,0.5625,0.0012820623815058998
247318$_$1,T,16,0.6651581586617605,0.4375,0.5625,0.0055371220223605
247318$_$1,V,16,0.6038874610046893,0.5,0.5,0.0005568371464808499
247318$_$12,A,13,0.4692173810905218,0.38461538461538464,0.6153846153846154,0.000741442044576
247318$_$12,T,13,0.513222554047764,0.6153846153846154,0.38461538461538464,0.0093604226907094
247318$_$12,V,13,0.4166713509086246,0.38461538461538464,0.6153846153846154,0.0002119739850362
247318$_$2,A,17,0.50851871275532,0.7647058823529411,0.23529411764705882,0.0010314934576551
247318$_$2,T,17,0.4055150842644164,0.47058823529411764,0.47058823529411764,0.0130940613647302
247318$_$2,V,17,0.3600891174489764,0.6470588235294118,0.35294117647058826,0.0007456572105487
247318$_$3,A,5,0.35731119999089994,0.2,0.8,0.0028023123741149
247318$_$3,T,5,0.8193172021247717,0.6,0.4,0.0313526093959808
247318$_$3,V,5,0.31676850926691563,0.6,0.4,0.0013887186845143
247318$_$5,A,19,0.3756148709781695,0.5263157894736842,0.47368421052631576,0.0012595256169637
247318$_$5,T,19,0.5899980378440144,0.5263157894736842,0.47368421052631576,0.0251232261459032
247318$_$5,V,19,0.36381325428185185,0.7894736842105263,0.21052631578947367,0.001053844889005
247318$_$6,A,5,0.3874539781293112,0.6,0.4,0.0027191241582234
247318$_$6,T,5,0.30271899577857486,0.8,0.2,0.0748709539572397
247318$_$6,V,5,0.3656695451322948,0.8,0.2,0.0011453330516815
247318$_$7,A,6,0.5790836776893372,0.3333333333333333,0.6666666666666666,0.0010863542556762
247318$_$7,T,6,0.5820792341329828,0.8333333333333334,0.16666666666666666,0.009302750229835451
247318$_$7,V,6,0.5070665550226562,0.3333333333333333,0.6666666666666666,0.0001100202401479
