sample_id,modality,n_positions,top20_share,positive_fraction,negative_fraction,median_D
4dV3slGSc60$_$9,V,20,0.38267031776302335,0.5,0.5,0.0004368722438812
50103$_$3,A,45,0.40860756686363214,0.5333333333333333,0.4222222222222222,0.0001516342163085
50103$_$3,T,45,0.5498090919414191,0.5555555555555556,0.4444444444444444,0.0013461907704671
50103$_$3,V,45,0.3965165906903174,0.5555555555555556,0.37777777777777777,9.97781753540039e-05
5B0PQx3Ep3k$_$5,A,28,0.4631013251291321,0.6785714285714286,0.32142857142857145,0.0005034953355789
5B0PQx3Ep3k$_$5,T,28,0.5382686050300063,0.5,0.5,0.00454158087571455
5B0PQx3Ep3k$_$5,V,28,0.6112648597401178,0.42857142857142855,0.5714285714285714,0.0002886205911636
5O1W39o56gg$_$1,A,14,0.36540949792928445,0.42857142857142855,0.5714285714285714,0.00137400999665255
5O1W39o56gg$_$1,T,14,0.4873910594256777,0.5,0.5,0.014301912238200449
5O1W39o56gg$_$1,V,14,0.3289617423300616,0.6428571428571429,0.35714285714285715,0.00348044559359545
5O1W39o56gg$_$2,A,16,0.42982041360680306,0.625,0.375,0.001534288128217
5O1W39o56gg$_$2,T,16,0.5647932218406866,0.5625,0.4375,0.022976587216059302
5O1W39o56gg$_$2,V,16,0.4571713674087885,0.625,0.375,0.0010728413860003
5O1W39o56gg$_$9,A,15,0.4204397912574785,0.4666666666666667,0.5333333333333333,0.0009866456190745
5O1W39o56gg$_$9,T,15,0.6824155862122824,0.6,0.4,0.0183104773362477
5O1W39o56gg$_$9,V,15,0.3725295952753963,0.3333333333333333,0.6666666666666666,0.0017406145731608
5i6AgQSjXO4$_$2,A,28,0.4197382824396649,0.5714285714285714,0.39285714285714285,0.0007211044430732499
5i6AgQSjXO4$_$2,T,28,0.5563204995616582,0.5714285714285714,0.42857142857142855,0.01562912762165065
5i6AgQSjXO4$_$2,V,28,0.41977282323090775,0.39285714285714285,0.6071428571428571,0.000548871854941
5i6AgQSjXO4$_$3,A,19,0.4223171595096409,0.631578947368421,0.3684210526315789,0.0012098873655001
5i6AgQSjXO4$_$3,T,19,0.5674657389434842,0.5789473684210527,0.42105263157894735,0.0056078433990478
5i6AgQSjXO4$_$3,V,14,0.41908175394683667,0.2857142857142857,0.5714285714285714,0.0012559195359547
5i6AgQSjXO4$_$6,A,9,0.4235586723554134,0.5555555555555556,0.4444444444444444,0.0046330153321226
5i6AgQSjXO4$_$6,T,9,0.44872939800555195,0.7777777777777778,0.2222222222222222,0.0378491987163821
5i6AgQSjXO4$_$6,V,9,0.35058762566021223,0.4444444444444444,0.5555555555555556,0.0008691574136416
5kaCGzjYukM$_$0,A,34,0.3573565819599797,0.5588235294117647,0.4411764705882353,0.0011258081843455
5kaCGzjYukM$_$0,T,34,0.590378574409951,0.6764705882352942,0.3235294117647059,0.00640568975359195
5kaCGzjYukM$_$0,V,34,0.4731875779995041,0.6176470588235294,0.38235294117647056,0.00055218425889805
5kaCGzjYukM$_$2,A,36,0.42027449583194015,0.3055555555555556,0.6666666666666666,0.0007053265968958501
5kaCGzjYukM$_$2,T,36,0.47919149958479046,0.4166666666666667,0.5833333333333334,0.0164219886064529
5kaCGzjYukM$_$2,V,36,0.4777248664459103,0.5,0.5,0.0001338471968968
5kaCGzjYukM$_$3,A,27,0.5119494735555238,0.48148148148148145,0.5185185185185185,0.0006222377220789
5kaCGzjYukM$_$3,T,27,0.5303845834655725,0.4074074074074074,0.5925925925925926,0.0191093534231185
5kaCGzjYukM$_$3,V,27,0.44038012345892213,0.37037037037037035,0.6296296296296297,0.0004308521747589
5kaCGzjYukM$_$5,A,32,0.4299505788917315,0.4375,0.5625,0.0006801510850588
5kaCGzjYukM$_$5,T,32,0.6505834393312271,0.5,0.5,0.0107356955607732
5kaCGzjYukM$_$5,V,32,0.3237454160278981,0.40625,0.59375,0.00032819310824075
5kaCGzjYukM$_$7,A,48,0.40013584656289813,0.5,0.4583333333333333,0.0005088374018669
5kaCGzjYukM$_$7,T,48,0.5216348543983065,0.5416666666666666,0.4583333333333333,0.01219377418359115
5kaCGzjYukM$_$7,V,48,0.4966617527957677,0.6041666666666666,0.3958333333333333,0.000425045688947
6KvG5VbLalY$_$9,A,37,0.4135716040739428,0.5405405405405406,0.43243243243243246,0.0007296775778134
6KvG5VbLalY$_$9,T,37,0.4900944932930479,0.5675675675675675,0.43243243243243246,0.0060506897668043
6KvG5VbLalY$_$9,V,37,0.3476185424043098,0.4594594594594595,0.5405405405405406,0.0003828766445318
6ZA8I83x-oY$_$0,A,23,0.3990103105962297,0.43478260869565216,0.5652173913043478,0.0013391375541687
6ZA8I83x-oY$_$0,T,23,0.5997091583538218,0.5217391304347826,0.4782608695652174,0.0061475833257039
6ZA8I83x-oY$_$0,V,23,0.3839767567237252,0.34782608695652173,0.6521739130434783,0.0006229082743326
6ZA8I83x-oY$_$2,A,48,0.3736480168285646,0.4791666666666667,0.5,0.0002355923255284
6ZA8I83x-oY$_$2,T,48,0.3996640399906638,0.5625,0.4166666666666667,0.00251528620719905
6ZA8I83x-oY$_$2,V,48,0.4922646431718,0.2708333333333333,0.7291666666666666,0.00034126639366145
6hFiTU77Sm0$_$1,A,14,0.33666104732053836,0.42857142857142855,0.5714285714285714,0.0030926068623859998
6hFiTU77Sm0$_$1,T,14,0.38533850085201493,0.5714285714285714,0.42857142857142855,0.03197261442740755
6hFiTU77Sm0$_$1,V,14,0.5110615535320828,0.2857142857142857,0.7142857142857143,0.004915013909339849
6hFiTU77Sm0$_$2,A,16,0.5152055858754715,0.5,0.5,0.0010409693544109
6hFiTU77Sm0$_$2,T,16,0.5067209551065842,0.5,0.5,0.01591964935262995
6hFiTU77Sm0$_$2,V,16,0.4813641219361273,0.5,0.5,0.00084166818608835
6uPGcKTpC4I$_$1,A,27,0.4076618344154304,0.4074074074074074,0.5925925925925926,0.0007715870936711
6uPGcKTpC4I$_$1,T,27,0.5431423629712616,0.7037037037037037,0.2962962962962963,0.0104401608308156
6uPGcKTpC4I$_$1,V,27,0.2934739485168737,0.5185185185185185,0.48148148148148145,0.0011036396026611
6uPGcKTpC4I$_$2,A,31,0.4609624839960108,0.4838709677419355,0.5161290322580645,0.0006853615244229
6uPGcKTpC4I$_$2,T,31,0.5668484490315298,0.45161290322580644,0.5483870967741935,0.0111178755760192
6uPGcKTpC4I$_$2,V,31,0.4632618559966751,0.5161290322580645,0.4838709677419355,0.0008850569526354
6uPGcKTpC4I$_$6,A,16,0.4889338460104281,0.6875,0.3125,0.0013207917412122
6uPGcKTpC4I$_$6,T,16,0.6986268239458686,0.5,0.5,0.01029841850201285
6uPGcKTpC4I$_$6,V,16,0.42860358392102027,0.4375,0.5625,0.0008380611737569
70280$_$11,A,23,0.44055548474750383,0.5652173913043478,0.43478260869565216,0.000795304775238
70280$_$11,T,23,0.5391116729983345,0.6521739130434783,0.34782608695652173,0.0152868032455444
70280$_$11,V,23,0.3071865665771159,0.5217391304347826,0.4782608695652174,0.0001841783523559
70280$_$3,A,25,0.40342240892188996,0.48,0.48,0.0008820394674936
70280$_$3,T,25,0.4957302286508106,0.44,0.56,0.0129528902471065
70280$_$3,V,25,0.32441348541591913,0.48,0.52,0.0002374313771724
70280$_$4,A,23,0.5447933870288274,0.5217391304347826,0.4782608695652174,0.0005631148815155
70280$_$4,T,23,0.5986768023828601,0.6086956521739131,0.391304347826087,0.0341390122969945
70280$_$4,V,23,0.36653604208983137,0.43478260869565216,0.5652173913043478,0.0004605303208033
70280$_$6,A,26,0.49576334736345373,0.38461538461538464,0.6153846153846154,0.00038438538710270005
70280$_$6,T,26,0.6454834361409731,0.5384615384615384,0.46153846153846156,0.005670979619026149
70280$_$6,V,26,0.3999443132034231,0.4230769230769231,0.38461538461538464,0.0001056492328643
75RGHaxmUK8$_$3,A,19,0.35562494206665235,0.5789473684210527,0.42105263157894735,0.0010781983534495
75RGHaxmUK8$_$3,T,19,0.5196368099911666,0.631578947368421,0.3684210526315789,0.0069809754689534
75RGHaxmUK8$_$3,V,19,0.35236700362180723,0.7368421052631579,0.2631578947368421,0.0007322976986567
75RGHaxmUK8$_$5,A,13,0.36162400202933703,0.46153846153846156,0.5384615384615384,0.0012857938806215
75RGHaxmUK8$_$5,T,13,0.49320905267108195,0.46153846153846156,0.5384615384615384,0.0052960117657979
75RGHaxmUK8$_$5,V,13,0.4579596589679144,0.6153846153846154,0.38461538461538464,0.000512725363175
7_K3F-lAv1k$_$2,A,43,0.40751329646005346,0.5116279069767442,0.4883720930232558,0.0004523048798243
7_K3F-lAv1k$_$2,T,43,0.4664220902663464,0.4418604651162791,0.5581395348837209,0.0115441481272379
7_K3F-lAv1k$_$2,V,43,0.5323863086803423,0.3023255813953488,0.6976744186046512,0.0004965811967849
7r4vRxKLFCA$_$6,A,37,0.38670000313178815,0.4864864864864865,0.5135135135135135,0.0006039837996164
7r4vRxKLFCA$_$6,T,37,0.43893261260031285,0.4864864864864865,0.5135135135135135,0.0058139463265736
7r4vRxKLFCA$_$6,V,37,0.36710612736774567,0.6216216216216216,0.3783783783783784,0.0007860163847605
80566$_$0,A,12,0.44604009903188496,0.5,0.5,0.0019524420301119
80566$_$0,T,12,0.5292057344983424,0.5,0.5,0.0103312196830908
80566$_$0,V,12,0.5656378568284799,0.5833333333333334,0.4166666666666667,0.00050751244028405
80566$_$1,A,13,0.4205934207576723,0.5384615384615384,0.46153846153846156,0.0014948099851608
80566$_$1,T,13,0.49723836001245625,0.6923076923076923,0.3076923076923077,0.0202798793713251
80566$_$1,V,11,0.43812650949437637,0.45454545454545453,0.5454545454545454,0.0012533615032831
80566$_$2,A,14,0.45843760913365367,0.6428571428571429,0.35714285714285715,0.0009685357411702
80566$_$2,T,14,0.5636970454036907,0.5,0.5,0.01659685870011645
80566$_$2,V,14,0.5209160414248538,0.21428571428571427,0.7142857142857143,0.00080968439579005
80566$_$3,A,17,0.5253712865415883,0.47058823529411764,0.5294117647058824,0.0012761782854795
80566$_$3,T,17,0.4950757952330272,0.5882352941176471,0.4117647058823529,0.0096329574783643
80566$_$3,V,17,0.41050108170612837,0.4117647058823529,0.5882352941176471,0.0005150412519772
80566$_$4,A,7,0.4674130429206172,0.42857142857142855,0.5714285714285714,0.0026592711607615
80566$_$4,T,7,0.7333581422210664,0.5714285714285714,0.42857142857142855,0.0391454497973124
80566$_$4,V,7,0.4546713672290803,0.42857142857142855,0.5714285714285714,0.0029118259747823
80566$_$6,A,17,0.4368435839928389,0.5882352941176471,0.35294117647058826,0.0011010020971298
80566$_$6,T,17,0.6137156157517015,0.6470588235294118,0.35294117647058826,0.0399955411752065
80566$_$6,V,17,0.3971782621026806,0.4117647058823529,0.5882352941176471,0.0006579458713531
80855$_$0,A,1,1.0,1.0,0.0,0.0331644844263792
80855$_$0,T,1,1.0,1.0,0.0,0.2003801576793193
80855$_$0,V,1,1.0,1.0,0.0,0.0567006679872671
80855$_$10,A,17,0.4495013405104085,0.47058823529411764,0.5294117647058824,0.0010917293063054
80855$_$10,T,17,0.4216090745355631,0.47058823529411764,0.5294117647058824,0.0052590021708359
80855$_$10,V,17,0.2793955003722689,0.47058823529411764,0.5294117647058824,0.0012551672601451
80855$_$11,A,15,0.41267580450560715,0.4666666666666667,0.5333333333333333,0.0011799096440275
80855$_$11,T,15,0.6003925182857511,0.6666666666666666,0.3333333333333333,0.004233783421417
80855$_$11,V,15,0.38438356378090194,0.5333333333333333,0.4666666666666667,0.0003287578001618
80855$_$12,A,21,0.4832222165030635,0.42857142857142855,0.5714285714285714,0.0004997501770655
80855$_$12,T,21,0.47964397371089146,0.6666666666666666,0.3333333333333333,0.0192801207304
80855$_$12,V,21,0.3642988232338095,0.5714285714285714,0.42857142857142855,0.000429334739844
80855$_$15,A,19,0.34740480537122725,0.47368421052631576,0.5263157894736842,0.0005720754464467
80855$_$15,T,19,0.9155432724565943,0.6842105263157895,0.3157894736842105,0.003519594669342
80855$_$17,A,30,0.3750059814245761,0.4666666666666667,0.5333333333333333,0.00062060852845505
80855$_$17,T,30,0.447824355121677,0.5,0.5,0.021950242420037548
80855$_$17,V,16,0.3987370111098478,0.5,0.5,0.00097128003835675
80855$_$2,A,5,0.33777232027491094,0.4,0.6,0.0050234645605087
80855$_$2,T,5,0.6045609447591846,0.8,0.2,0.0421503682931264
80855$_$2,V,5,0.34261246395045425,0.4,0.6,0.0030616621176401
80855$_$20,A,16,0.49093730954842624,0.375,0.625,0.0012002103030680999
80855$_$20,T,16,0.6135504315249163,0.5625,0.4375,0.01793893550833065
80855$_$20,V,16,0.3863639704118543,0.625,0.3125,0.00044675047198925
80855$_$3,A,3,0.5591569911122696,0.3333333333333333,0.6666666666666666,0.0104730278253555
80855$_$3,T,3,0.7871214908525586,0.3333333333333333,0.6666666666666666,0.0583631694316864
80855$_$3,V,3,0.5123924421183408,0.6666666666666666,0.3333333333333333,0.0016913811365763
80855$_$7,A,7,0.4743711310333433,0.2857142857142857,0.7142857142857143,0.0023830607533454
80855$_$7,T,7,0.44114676885070725,0.7142857142857143,0.2857142857142857,0.0549003928899765
80855$_$7,V,7,0.4175171701447252,0.5714285714285714,0.42857142857142855,0.001474047700564
830KzUc6CbU$_$0,A,18,0.4341248456086563,0.5555555555555556,0.4444444444444444,0.0013876197238763001
830KzUc6CbU$_$0,T,18,0.44267072665447427,0.4444444444444444,0.5555555555555556,0.0209622258941332
830KzUc6CbU$_$0,V,18,0.4214863335677158,0.6666666666666666,0.3333333333333333,0.00037003308534615
830KzUc6CbU$_$13,A,47,0.3747058026178804,0.40425531914893614,0.5957446808510638,0.0006565948327382
830KzUc6CbU$_$13,T,47,0.5353717693552319,0.5319148936170213,0.46808510638297873,0.0124914695819218
830KzUc6CbU$_$13,V,41,0.41006959026843026,0.6341463414634146,0.36585365853658536,0.0005113134781519
84140$_$0,A,22,0.35148568922884577,0.5909090909090909,0.4090909090909091,0.00073795020580285
84140$_$0,T,22,0.764372216471261,0.5909090909090909,0.4090909090909091,0.0060919225215911
84140$_$0,V,22,0.3342530338778701,0.5454545454545454,0.45454545454545453,0.00110834836959835
84140$_$5,A,48,0.43916050655677574,0.4583333333333333,0.5208333333333334,0.0001998742421468
84140$_$5,T,48,0.5804041315351817,0.5,0.5,0.00255274772644035
84140$_$5,V,48,0.43614166752926653,0.3125,0.5416666666666666,0.0001329829295476
89835$_$0,A,13,0.3211180143256607,0.46153846153846156,0.5384615384615384,0.0038469632466634
89835$_$0,T,13,0.43030838914131364,0.6923076923076923,0.3076923076923077,0.0211497793594996
89835$_$0,V,13,0.3516329374807617,0.38461538461538464,0.6153846153846154,0.0024907886981964
89835$_$1,A,18,0.37076520662325646,0.5555555555555556,0.4444444444444444,0.0017969732483228001
89835$_$1,T,18,0.5396115046697676,0.6111111111111112,0.3888888888888889,0.01461206624905265
89835$_$1,V,18,0.46360311063461407,0.3888888888888889,0.6111111111111112,0.00174644837776815
89835$_$4,A,48,0.40955880771297054,0.5208333333333334,0.4791666666666667,0.0002424071232477
89835$_$4,T,48,0.6619189564297809,0.6041666666666666,0.3958333333333333,0.003570740421613
89835$_$4,V,48,0.41147560419189816,0.4375,0.5208333333333334,0.00010824700196575
89835$_$7,A,41,0.46551713136430745,0.5121951219512195,0.4878048780487805,0.0002900858720143
89835$_$7,T,41,0.5658660917730024,0.5853658536585366,0.4146341463414634,0.009197453657786
89835$_$7,V,41,0.42367143540144325,0.3170731707317073,0.6829268292682927,0.0001252988974253
8eaYvALnJ0o$_$0,A,14,0.5708852034403095,0.5714285714285714,0.42857142857142855,0.0004699031511942
8eaYvALnJ0o$_$0,T,14,0.4478422109059618,0.6428571428571429,0.35714285714285715,0.00766559938589725
8eaYvALnJ0o$_$0,V,14,0.46996487145181665,0.5,0.5,0.00027789672215774996
8eaYvALnJ0o$_$1,A,24,0.3828733783012208,0.5,0.5,0.001422623793284
8eaYvALnJ0o$_$1,T,24,0.5470967535064294,0.5416666666666666,0.4583333333333333,0.00537800913055735
8eaYvALnJ0o$_$1,V,24,0.47126871276118754,0.5416666666666666,0.4583333333333333,0.0008409445484479
8x_nCOh6Wmc$_$6,A,47,0.3626772676465425,0.46808510638297873,0.5319148936170213,0.0004219512144724
8x_nCOh6Wmc$_$6,T,47,0.6641719437125633,0.425531914893617,0.574468085106383,0.006802553931872
8x_nCOh6Wmc$_$6,V,47,0.41048308045732357,0.3829787234042553,0.5957446808510638,0.0002771914005279
96642$_$1,A,25,0.35838658118157907,0.6,0.4,0.0008660185461242
96642$_$1,T,25,0.5315827107857913,0.52,0.48,0.0131410897398988
96642$_$1,V,25,0.3916854939041954,0.6,0.4,0.0004738997668027
96642$_$2,A,18,0.39692327253731163,0.5,0.5,0.00113974014918005
96642$_$2,T,18,0.42123249386975414,0.4444444444444444,0.5555555555555556,0.0081367306411266
96642$_$2,V,18,0.38177599216898694,0.4444444444444444,0.5555555555555556,0.0012494648496309498
96642$_$3,A,17,0.413377682029091,0.6470588235294118,0.35294117647058826,0.0005777875582377
96642$_$3,T,17,0.6494815558736856,0.7058823529411765,0.29411764705882354,0.0117854475975036
96642$_$3,V,3,0.412423919379505,0.6666666666666666,0.3333333333333333,0.0014988978703816
96642$_$4,A,35,0.4047117548535741,0.5428571428571428,0.45714285714285713,0.0002970124284426
96642$_$4,T,35,0.564988331391337,0.5428571428571428,0.45714285714285713,0.0270018056035041
96642$_$4,V,34,0.4307264320978192,0.29411764705882354,0.7058823529411765,0.0003833274046579
99501$_$0,A,1,1.0,1.0,0.0,0.0190201525886853
99501$_$0,T,1,1.0,1.0,0.0,0.157005904863278
99501$_$0,V,1,1.0,0.0,1.0,0.0487879812717437
99501$_$1,A,18,0.40726121346268107,0.6111111111111112,0.3888888888888889,0.0019062981009483
99501$_$1,T,18,0.5102518425855691,0.4444444444444444,0.5555555555555556,0.0136113141973813
99501$_$1,V,18,0.3805635945433166,0.3333333333333333,0.6666666666666666,0.0008931656678517
99501$_$10,A,21,0.3542217554708181,0.5714285714285714,0.42857142857142855,0.0014922689491262
99501$_$10,T,21,0.5341009128444656,0.42857142857142855,0.5714285714285714,0.0407282245966295
99501$_$10,V,21,0.40071851114417606,0.38095238095238093,0.5714285714285714,0.0005569470037395
99501$_$13,A,38,0.3592221715746916,0.5526315789473685,0.4473684210526316,0.00038286546866095003
99501$_$13,T,38,0.6824865345818683,0.5789473684210527,0.42105263157894735,0.006014580527941351
99501$_$13,V,38,0.31890761564195325,0.4473684210526316,0.4473684210526316,0.000126043955485
99501$_$5,A,39,0.4128260218955391,0.5641025641025641,0.4358974358974359,0.0008990839123725
99501$_$5,T,39,0.41607627647626666,0.5384615384615384,0.46153846153846156,0.0311060895522435
99501$_$5,V,39,0.352112249466002,0.6153846153846154,0.358974358974359,0.0003625005483627
99501$_$7,A,18,0.4255407965029079,0.5,0.5,0.0014049603293339
99501$_$7,T,18,0.4842857535458473,0.5,0.5,0.0389440525323152
99501$_$7,V,18,0.3480279039752902,0.5,0.5,0.00120808952488
9QI-9w_VdB4$_$0,A,24,0.35843844468484687,0.5,0.5,0.0010877760748068
9QI-9w_VdB4$_$0,T,24,0.4565506118497157,0.5416666666666666,0.4583333333333333,0.0107683142026265
9QI-9w_VdB4$_$0,V,24,0.43507602063917417,0.4583333333333333,0.5416666666666666,0.000596643735965
AG5EY8ZaFj4$_$15,A,26,0.44832354788954204,0.6153846153846154,0.38461538461538464,0.00160903483629225
AG5EY8ZaFj4$_$15,T,26,0.4546154891361049,0.6538461538461539,0.34615384615384615,0.00610485393553965
AG5EY8ZaFj4$_$15,V,26,0.38372731790264575,0.5769230769230769,0.4230769230769231,5.301088094711304e-05
AG5EY8ZaFj4$_$3,A,17,0.5215710916410792,0.4117647058823529,0.5882352941176471,0.0020125706990559
AG5EY8ZaFj4$_$3,T,17,0.48563419845348127,0.47058823529411764,0.5294117647058824,0.0146167427301406
AG5EY8ZaFj4$_$3,V,17,0.37890536745365816,0.5882352941176471,0.4117647058823529,0.0004437814156214
Arh2TKRi_mg$_$14,A,22,0.49869854514717116,0.5,0.5,0.00079798698425285
Arh2TKRi_mg$_$14,T,22,0.5156715221263336,0.6818181818181818,0.3181818181818182,0.012163008252779599
Arh2TKRi_mg$_$14,V,22,0.38343280243082034,0.6363636363636364,0.36363636363636365,0.0005298828085263
Arh2TKRi_mg$_$15,A,23,0.3937954171900674,0.6521739130434783,0.34782608695652173,0.0007035086552302
Arh2TKRi_mg$_$15,T,23,0.6529877845041359,0.34782608695652173,0.6521739130434783,0.0060300429662068
Arh2TKRi_mg$_$15,V,23,0.46858628532392677,0.34782608695652173,0.6521739130434783,0.000487873951594
Arh2TKRi_mg$_$16,A,32,0.34387959406968505,0.4375,0.5625,0.0006880561510721501
Arh2TKRi_mg$_$16,T,32,0.6430330650924692,0.53125,0.46875,0.010330667098363201
Arh2TKRi_mg$_$16,V,32,0.4988554982995213,0.5625,0.4375,0.00049082438151035
Arh2TKRi_mg$_$19,A,21,0.35416118280313147,0.47619047619047616,0.5238095238095238,0.0014855066935221
Arh2TKRi_mg$_$19,T,21,0.6107062322248868,0.47619047619047616,0.5238095238095238,0.018999695777893
Arh2TKRi_mg$_$19,V,21,0.4246348497889077,0.47619047619047616,0.5238095238095238,0.0006499091784159
Arh2TKRi_mg$_$28,A,16,0.4421648125499192,0.5625,0.4375,0.00101956973473225
Arh2TKRi_mg$_$28,T,16,0.7245902454066031,0.4375,0.5625,0.016463155547777802
Arh2TKRi_mg$_$28,V,16,0.5951386019646095,0.8125,0.1875,0.0004724810520807
Arh2TKRi_mg$_$3,A,32,0.45012708813895164,0.5,0.5,0.0005621289213498
Arh2TKRi_mg$_$3,T,32,0.5639714776972786,0.59375,0.40625,0.00734530140956235
Arh2TKRi_mg$_$3,V,32,0.5855865024578532,0.40625,0.53125,0.00057986875375105
Arh2TKRi_mg$_$32,A,28,0.40634032747911486,0.5714285714285714,0.42857142857142855,0.00031878054141989997
Arh2TKRi_mg$_$32,T,28,0.6264524516618475,0.6071428571428571,0.39285714285714285,0.00177529454231255
Arh2TKRi_mg$_$32,V,28,0.4453508836483082,0.6428571428571429,0.32142857142857145,0.0004907449086507
AxNy9TeTLq8$_$0,A,38,0.45581623270439253,0.5263157894736842,0.39473684210526316,0.0001728584369023
AxNy9TeTLq8$_$0,T,38,0.555715007987069,0.5263157894736842,0.47368421052631576,0.00237041711807245
AxNy9TeTLq8$_$0,V,38,0.5064366903839811,0.5263157894736842,0.47368421052631576,0.0001456240812937
BSKAHXFYF_I$_$1,A,13,0.3765659553492551,0.6153846153846154,0.38461538461538464,0.0019868916521469
BSKAHXFYF_I$_$1,T,13,0.43162580355631436,0.3076923076923077,0.6923076923076923,0.0232974433650573
BSKAHXFYF_I$_$1,V,13,0.5193537602874264,0.6923076923076923,0.3076923076923077,0.0010710346202055
BSKAHXFYF_I$_$3,A,32,0.5752277386482855,0.40625,0.59375,0.00053424388170235
BSKAHXFYF_I$_$3,T,32,0.49922900342817333,0.5625,0.4375,0.0076805837452411
BSKAHXFYF_I$_$3,V,2,,0.0,0.0,0.0
BSKAHXFYF_I$_$7,A,14,0.41887288000810563,0.5,0.5,0.0018735937774181002
BSKAHXFYF_I$_$7,T,14,0.4839314991430012,0.35714285714285715,0.6428571428571429,0.01071146130561825
BSKAHXFYF_I$_$7,V,3,0.3333333333333333,0.0,0.0,2.9802322387695312e-08
BSKAHXFYF_I$_$8,A,16,0.47353267542071226,0.625,0.375,0.0013691050310929
BSKAHXFYF_I$_$8,T,16,0.5129183440488424,0.6875,0.3125,0.014591136326392449
BSKAHXFYF_I$_$8,V,16,0.6774552543144847,0.375,0.375,2.967193722724915e-05
Baz0VVQ-E9E$_$1,A,12,0.5111153403186821,0.6666666666666666,0.3333333333333333,0.00167488803466155
Baz0VVQ-E9E$_$1,T,12,0.5359254197274304,0.6666666666666666,0.3333333333333333,0.04452297588189435
Baz0VVQ-E9E$_$1,V,12,0.44693373159946936,0.4166666666666667,0.5833333333333334,0.00126428157091135
Baz0VVQ-E9E$_$10,A,9,0.3870273374049472,0.4444444444444444,0.5555555555555556,0.0037980501850446
Baz0VVQ-E9E$_$10,T,9,0.599890516455448,0.5555555555555556,0.4444444444444444,0.051420509815216
Baz0VVQ-E9E$_$10,V,9,0.43061804133584686,0.4444444444444444,0.5555555555555556,0.0007681945959726
Baz0VVQ-E9E$_$5,A,7,0.5569365693976784,0.42857142857142855,0.5714285714285714,0.0027998685836791
Baz0VVQ-E9E$_$5,T,7,0.6995678719531919,0.2857142857142857,0.7142857142857143,0.0353169739246368
Baz0VVQ-E9E$_$5,V,7,0.4410601457514239,0.5714285714285714,0.42857142857142855,0.0007334848244984
Baz0VVQ-E9E$_$7,A,18,0.40700795265224493,0.5,0.5,0.0014905432860056
Baz0VVQ-E9E$_$7,T,18,0.3922688175683954,0.5555555555555556,0.4444444444444444,0.0150582939386367
Baz0VVQ-E9E$_$7,V,18,0.5275318327075256,0.3888888888888889,0.6111111111111112,0.00064953664938605
CJGuudyvA0Y$_$4,A,39,0.43644609547804925,0.48717948717948717,0.5128205128205128,0.0006510453919569
CJGuudyvA0Y$_$4,T,39,0.47335874940686945,0.48717948717948717,0.5128205128205128,0.0074254147087534
CJGuudyvA0Y$_$4,V,22,0.3980424232886682,0.5454545454545454,0.4090909090909091,0.0008646715432405
CPjbogfLHR4$_$2,A,16,0.4995883375941343,0.5625,0.4375,0.0006407027443249499
CPjbogfLHR4$_$2,T,16,0.6936468101489618,0.625,0.375,0.0150478755434354
CPjbogfLHR4$_$2,V,16,0.4132179790612992,0.375,0.625,0.00068266193071995
CPjbogfLHR4$_$5,A,29,0.36383094186703485,0.4827586206896552,0.5172413793103449,0.0010358144839604
CPjbogfLHR4$_$5,T,29,0.6501699522670548,0.5517241379310345,0.4482758620689655,0.0054760575294494
CPjbogfLHR4$_$5,V,29,0.42596520196055887,0.3793103448275862,0.6206896551724138,0.0007173667351404
DdUJojoFU_c$_$11,A,24,0.4090283481841356,0.5833333333333334,0.4166666666666667,0.0005110651254652999
DdUJojoFU_c$_$11,T,24,0.5872557329915312,0.5,0.5,0.004839410384496
DdUJojoFU_c$_$11,V,24,0.36625861327143555,0.4583333333333333,0.5416666666666666,0.0007661283016204
DdUJojoFU_c$_$14,A,23,0.43780380666971036,0.34782608695652173,0.6086956521739131,0.0008475979169209
DdUJojoFU_c$_$14,T,23,0.4728706192219638,0.43478260869565216,0.5652173913043478,0.0070349077383677
DdUJojoFU_c$_$14,V,23,0.4045065730705258,0.5652173913043478,0.43478260869565216,0.0013266950845718
DdUJojoFU_c$_$15,A,16,0.43271986026448384,0.375,0.625,0.0005131711562474
DdUJojoFU_c$_$15,T,16,0.56270158904899,0.5625,0.4375,0.00515777741869285
DdUJojoFU_c$_$15,V,16,0.426629871670554,0.4375,0.5625,0.0023491469522316996
DdUJojoFU_c$_$16,A,39,0.4212369748668844,0.5128205128205128,0.48717948717948717,0.0002448956171671
DdUJojoFU_c$_$16,T,39,0.4880547052895336,0.5384615384615384,0.46153846153846156,0.002406766017278
DdUJojoFU_c$_$16,V,39,0.3138281782671324,0.48717948717948717,0.5128205128205128,0.0003195703029632
DdUJojoFU_c$_$17,A,20,0.34926891067900667,0.5,0.5,0.0017002460857232001
DdUJojoFU_c$_$17,T,20,0.49095673105097104,0.65,0.35,0.0245638601481914
DdUJojoFU_c$_$17,V,14,0.4074677392441331,0.5714285714285714,0.42857142857142855,0.0007920265197753
DdUJojoFU_c$_$2,A,44,0.3765369218960662,0.36363636363636365,0.6136363636363636,0.00044163068135575
DdUJojoFU_c$_$2,T,44,0.5328201113027128,0.5227272727272727,0.4772727272727273,0.00211337208747855
DdUJojoFU_c$_$2,V,44,0.35342086607163914,0.6590909090909091,0.3409090909090909,0.0006113549073537
