sample_id,video_id,cluster_id,episode_keys_json,visual_signal_basis,valid_frame_count,real_sync_score,best_lag_s,null_count,null_median,null_p95,empirical_percentile,p_like_score,rank_within_sample,top1_top2_margin
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,0,"[""0:0"",""0:1""]",mouth_landmarks_62_66_over_48_54,10,0.8032358215997318,-0.04,25,0.6270724598443217,0.8714184570430972,0.8,0.2307692307692307,1,
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,1,"[""0:2""]",mouth_landmarks_62_66_over_48_54,2,,,0,,,,,2,
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,0,"[""0:0"",""0:1"",""0:2""]",mouth_landmarks_62_66_over_48_54,123,0.0061015541159559,0.04,26,0.0952153029778218,0.2431216542888562,0.4230769230769231,0.5925925925925926,1,
-I_e4mIh0yE$_$1,-I_e4mIh0yE,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,187,0.236359426975436,0.08,26,0.0527999360491261,0.3704677637915196,0.8461538461538461,0.1851851851851851,1,
-I_e4mIh0yE$_$3,-I_e4mIh0yE,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,226,-0.0511444083533306,-0.2,26,0.0826916583572917,0.2207604646912027,0.1538461538461538,0.8518518518518519,1,
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,"[""0:0"",""0:1""]",mouth_landmarks_62_66_over_48_54,225,-0.0403466869225214,0.0,26,0.1190372611990682,0.2417237478458944,0.0769230769230769,0.925925925925926,1,
-MeTTeMJBNc$_$13,-MeTTeMJBNc,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,132,0.0744250624087733,0.04,24,0.1617235229279972,0.3163194805156963,0.0833333333333333,0.92,1,
-MeTTeMJBNc$_$7,-MeTTeMJBNc,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,262,-0.0167291720163249,0.04,26,0.0614862202118948,0.2356793648260469,0.1923076923076923,0.8148148148148148,2,
-MeTTeMJBNc$_$7,-MeTTeMJBNc,1,"[""1:1""]",mouth_landmarks_62_66_over_48_54,5,0.8804377921446128,-0.04,26,0.907498070262565,0.9606373623452972,0.3846153846153846,0.6296296296296297,1,0.8971669641609377
-RfYyzHpjk4$_$11,-RfYyzHpjk4,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,129,0.2765225000117647,0.08,25,0.1189512583788713,0.2165832868838124,0.96,0.0769230769230769,1,
