sample_id,semantic_pairing_status,semantic_reason,temporal_alignment_status,temporal_reason,forced_alignment_status,forced_alignment_coverage,common_word_count,common_word_fraction,start_median,end_median,midpoint_median,midpoint_p90,max_error,CTC_coverage,new_alignment_coverage
-tPCytz4rww$_$16,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,16,1.0,0.2823025056306307,0.2057981418918921,0.2928319960585583,0.3421500914977482,1.675259290540541,1.0,1.0
-tPCytz4rww$_$18,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,16,1.0,0.2450935968137251,0.1638929227941177,0.1991468290441176,0.2942471660539213,0.6201973039215685,1.0,1.0
-uywlfIYOS8$_$4,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,18,1.0,0.2678094262295079,0.2085532786885244,0.2415399590163934,0.3276908811475406,0.4747920081967212,1.0,1.0
-vxjVxOeScU$_$4,UNRESOLVED,independent_semantic_evidence_is_inconclusive,NOT_APPLICABLE,semantic_pairing_not_supported,ok,1.0,20,0.9523809523809524,0.3031714857651246,0.2221714857651247,0.2759981094306054,0.4518387844750894,0.9603507562277578,0.9523809523809524,1.0
-wMB_hJL-3o$_$7,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,22,1.0,0.1975421706989245,0.1535488911290323,0.1843958333333334,0.3018500252016127,0.5196564180107528,1.0,1.0
-wny0OAz3g8$_$0,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,9,1.0,0.1773366336633663,0.1982475247524751,0.1901930693069306,0.2400584158415841,0.3355544554455445,1.0,1.0
-wny0OAz3g8$_$1,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,22,1.0,0.2400097748815171,0.1562579976303322,0.2138313092417064,0.2548375888625602,0.3689880035545041,1.0,1.0454545454545454
-wny0OAz3g8$_$2,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,23,1.0,0.2200506465517238,0.1735247844827587,0.2239450431034479,0.3653396551724138,0.5636045258620688,1.0,1.0
-wny0OAz3g8$_$3,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,20,1.0,0.1937603618421054,0.1461085526315789,0.174555263157895,0.2490098355263159,0.3968930921052633,1.0,1.0
-wny0OAz3g8$_$5,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,20,1.0,0.2491989583333331,0.1937869791666664,0.2269799479166665,0.3098019791666661,0.4612281249999999,1.0,1.0
-wny0OAz3g8$_$7,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,29,1.0,0.2284034552845524,0.1805579268292687,0.2156514227642274,0.3431348577235773,0.5212540650406505,1.0,1.0
-wny0OAz3g8$_$9,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,20,1.0,0.2371755319148939,0.1882978723404257,0.2121625664893617,0.3183481382978724,0.4710545212765957,1.0,1.0
-yRb-Jum7EQ$_$1,MATCH_WEAK,WhisperX_partially_supports_official_text,PARTIAL,official_text_has_reliable_partial_times_but_time_agreement_is_below_VERIFIED,ok,1.0,39,0.7959183673469388,3.6210053630363,3.6420053630363007,3.5651749174917478,10.352707673267329,13.932281765676567,0.7959183673469388,1.0
-yRb-Jum7EQ$_$5,MATCH_WEAK,WhisperX_partially_supports_official_text,PARTIAL,official_text_has_reliable_partial_times_but_time_agreement_is_below_VERIFIED,ok,1.0,9,0.36,4.862495469901718,4.882495469901719,4.88007125307125,6.661723963452089,8.808777718058968,0.36,1.0
-yRb-Jum7EQ$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,PARTIAL,official_text_has_reliable_partial_times_but_time_agreement_is_below_VERIFIED,ok,1.0,14,0.7368421052631579,0.4587437499999999,0.413156339285714,0.4172342410714283,1.1840450892857135,1.6635493749999988,0.7368421052631579,1.0
