sample_id,video_id,episode_a,face_id_a,episode_b,face_id_b,cosine_similarity,episode_a_valid_embeddings,episode_b_valid_embeddings,episode_a_dispersion,episode_b_dispersion
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,0,2,0,0.612838089466095,5,12,0.0173053443431854,0.0797824263572692
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,0,3,0,,5,0,0.0173053443431854,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,0,4,1,0.4678958058357239,5,12,0.0173053443431854,0.1047167778015136
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,0,5,1,0.5738878846168518,5,1,0.0173053443431854,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,1,0,6,1,0.6690270900726318,5,12,0.0173053443431854,0.0728332102298736
-hnBHBN8p5A$_$7,-hnBHBN8p5A,2,0,3,0,,12,0,0.0797824263572692,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,2,0,4,1,0.520222544670105,12,12,0.0797824263572692,0.1047167778015136
-hnBHBN8p5A$_$7,-hnBHBN8p5A,2,0,5,1,0.7496563792228699,12,1,0.0797824263572692,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,2,0,6,1,0.8418059349060059,12,12,0.0797824263572692,0.0728332102298736
-hnBHBN8p5A$_$7,-hnBHBN8p5A,3,0,4,1,,0,12,,0.1047167778015136
-hnBHBN8p5A$_$7,-hnBHBN8p5A,3,0,5,1,,0,1,,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,3,0,6,1,,0,12,,0.0728332102298736
-hnBHBN8p5A$_$7,-hnBHBN8p5A,4,1,5,1,0.4872256517410278,12,1,0.1047167778015136,0.0
-hnBHBN8p5A$_$7,-hnBHBN8p5A,4,1,6,1,0.5196192264556885,12,12,0.1047167778015136,0.0728332102298736
-hnBHBN8p5A$_$7,-hnBHBN8p5A,5,1,6,1,0.787344217300415,1,12,0.0,0.0728332102298736
-iRBcNs9oI8$_$9,-iRBcNs9oI8,0,0,1,0,0.9424197673797609,12,12,0.0199606120586395,0.0572289824485778
-lzEya4AM_4$_$6,-lzEya4AM_4,0,0,1,0,0.8654859066009521,12,12,0.0961345136165618,0.0742670893669128
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,0,0,1,1,-0.0180087722837924,9,4,0.0123528540134429,0.0113979578018188
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,0,0,1,1,0.9127048254013062,12,12,0.05303955078125,0.0670379400253295
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,0,1,0,0.1224091649055481,1,12,0.0,0.1172800064086914
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,0,2,1,0.096168503165245,1,12,0.0,0.0004509091377258
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,1,0,2,1,0.613270103931427,12,12,0.1172800064086914,0.0004509091377258
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,0,0,1,1,0.5865528583526611,12,12,0.0745775699615478,0.0053700506687164
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,0,0,1,1,-0.0204841010272502,12,12,0.0561165809631347,0.0218174755573272
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,0,0,2,1,-0.0075446609407663,12,1,0.0561165809631347,0.0
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,1,1,2,1,-0.015587736852467,12,1,0.0218174755573272,0.0
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,0,0,1,0,,0,12,,0.0004680156707763
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,0,0,2,1,,0,12,,0.0522206425666809
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,0,0,3,2,,0,12,,0.0276553034782409
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,1,0,2,1,0.5193353891372681,12,12,0.0004680156707763,0.0522206425666809
