sample_id,video_id,episode_a,face_id_a,episode_b,face_id_b,cosine_similarity,episode_a_valid_embeddings,episode_b_valid_embeddings,episode_a_dispersion,episode_b_dispersion
-wny0OAz3g8$_$5,-wny0OAz3g8,1,0,5,1,0.1159930974245071,4,12,0.0282173156738281,0.1026845276355743
-wny0OAz3g8$_$5,-wny0OAz3g8,1,0,6,2,0.9976465106010436,4,4,0.0282173156738281,0.0297232568264007
-wny0OAz3g8$_$5,-wny0OAz3g8,2,0,3,0,0.9977641701698304,4,3,0.0511316657066345,0.0454058051109313
-wny0OAz3g8$_$5,-wny0OAz3g8,2,0,4,0,0.1163940131664276,4,11,0.0511316657066345,0.0159009099006652
-wny0OAz3g8$_$5,-wny0OAz3g8,2,0,5,1,0.1300327777862548,4,12,0.0511316657066345,0.1026845276355743
-wny0OAz3g8$_$5,-wny0OAz3g8,2,0,6,2,0.9876635670661926,4,4,0.0511316657066345,0.0297232568264007
-wny0OAz3g8$_$5,-wny0OAz3g8,3,0,4,0,0.1171505004167556,3,11,0.0454058051109313,0.0159009099006652
-wny0OAz3g8$_$5,-wny0OAz3g8,3,0,5,1,0.1321094930171966,3,12,0.0454058051109313,0.1026845276355743
-wny0OAz3g8$_$5,-wny0OAz3g8,3,0,6,2,0.9842531085014344,3,4,0.0454058051109313,0.0297232568264007
-wny0OAz3g8$_$5,-wny0OAz3g8,4,0,5,1,0.9007730484008788,11,12,0.0159009099006652,0.1026845276355743
-wny0OAz3g8$_$5,-wny0OAz3g8,4,0,6,2,0.0955361574888229,11,4,0.0159009099006652,0.0297232568264007
-wny0OAz3g8$_$5,-wny0OAz3g8,5,1,6,2,0.1092711687088012,12,4,0.1026845276355743,0.0297232568264007
-wny0OAz3g8$_$7,-wny0OAz3g8,0,0,1,0,0.892769455909729,12,8,0.0196373760700225,0.0290368199348449
-wny0OAz3g8$_$7,-wny0OAz3g8,0,0,2,1,0.8926056623458862,12,12,0.0196373760700225,0.090341031551361
-wny0OAz3g8$_$7,-wny0OAz3g8,1,0,2,1,0.8830705285072327,8,12,0.0290368199348449,0.090341031551361
-wny0OAz3g8$_$9,-wny0OAz3g8,0,0,1,0,0.9315924048423768,10,12,0.0348480939865112,0.0960558354854583
-wny0OAz3g8$_$9,-wny0OAz3g8,0,0,2,0,0.8468320369720459,10,8,0.0348480939865112,0.0204122066497802
-wny0OAz3g8$_$9,-wny0OAz3g8,1,0,2,0,0.8969234228134155,12,8,0.0960558354854583,0.0204122066497802
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,0,0,1,1,0.0860850661993026,12,12,0.0432306230068206,0.0276700854301452
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,0,0,2,2,0.076885312795639,12,12,0.0432306230068206,0.0503337979316711
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,1,2,2,0.952795147895813,12,12,0.0276700854301452,0.0503337979316711
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,0,0,1,1,-0.0296642743051052,12,8,0.0415413379669189,0.0298890471458435
