sample_id,video_id,position,modality,D,delta_class,delta_score
130456$_$6,130456,31,V,6.731847922007243e-05,-9.322166442871094e-05,0.0002484917640686035
130456$_$6,130456,32,T,0.011175776521364847,0.016153454780578613,-0.037188589572906494
130456$_$6,130456,32,A,0.0003887265920639038,0.0001761913299560547,-0.0036075711250305176
130456$_$6,130456,32,V,3.375113010406494e-05,-8.52346420288086e-06,-0.00035387277603149414
130456$_$6,130456,33,T,0.009667361776034037,-0.014250218868255615,0.030507028102874756
130456$_$6,130456,33,A,0.0010044723749160767,0.0004585385322570801,-0.00930243730545044
130456$_$6,130456,33,V,0.00019975006580352783,0.00015419721603393555,-0.0014718174934387207
188343$_$13,188343,1,T,0.0020306060711542764,-0.0026342272758483887,-0.008561909198760986
188343$_$13,188343,1,A,0.0010168602069218953,-0.0012633204460144043,0.004622399806976318
188343$_$13,188343,1,V,0.00012482702732086182,0.0002238750457763672,0.00015467405319213867
188343$_$13,188343,2,T,0.0031836281220118203,-0.0048593878746032715,0.009047210216522217
188343$_$13,188343,2,A,0.001016855239868164,-0.0012633204460144043,0.004622340202331543
188343$_$13,188343,2,V,0.00012483696142832437,0.0002238750457763672,0.00015479326248168945
188343$_$13,188343,3,T,0.004574115077654521,0.00612252950668335,-0.01815420389175415
188343$_$13,188343,3,A,0.0010168602069218953,-0.0012633204460144043,0.004622399806976318
188343$_$13,188343,3,V,0.00012483696142832437,0.0002238750457763672,0.00015479326248168945
188343$_$13,188343,4,T,0.02239096164703369,0.03215205669403076,-0.07577919960021973
188343$_$13,188343,4,A,0.001016855239868164,-0.0012633204460144043,0.004622340202331543
188343$_$13,188343,4,V,0.00012482702732086182,0.0002238750457763672,0.00015467405319213867
188343$_$13,188343,5,T,0.041261677940686546,0.05332338809967041,-0.17519980669021606
188343$_$13,188343,5,A,0.0006729612747828166,-0.0007154345512390137,0.003782927989959717
188343$_$13,188343,5,V,0.00040655831495920813,-0.00042372941970825195,0.0023363232612609863
188343$_$13,188343,6,T,0.014812206228574116,-0.021569788455963135,0.048327744007110596
188343$_$13,188343,6,A,0.0004764944314956665,-0.0007900595664978027,0.0009775757789611816
188343$_$13,188343,6,V,5.078812440236409e-05,-7.098913192749023e-05,-0.00018352270126342773
188343$_$13,188343,7,T,0.0022408713897069297,-0.0032080411911010742,0.007642209529876709
188343$_$13,188343,7,A,0.0004764944314956665,-0.0007900595664978027,0.0009775757789611816
188343$_$13,188343,7,V,5.078315734863281e-05,-7.098913192749023e-05,-0.00018346309661865234
188343$_$13,188343,8,T,0.0017479608456293743,0.0029491782188415527,0.003280460834503174
188343$_$13,188343,8,A,0.0004764944314956665,-0.0007900595664978027,0.0009775757789611816
188343$_$13,188343,8,V,5.078315734863281e-05,-7.098913192749023e-05,-0.00018346309661865234
188343$_$13,188343,9,T,0.0385819673538208,0.05451762676239014,-0.1358778476715088
188343$_$13,188343,9,A,0.0004764944314956665,-0.0007900595664978027,0.0009775757789611816
188343$_$13,188343,9,V,5.078315734863281e-05,-7.098913192749023e-05,-0.00018346309661865234
188343$_$13,188343,10,T,0.11218367516994476,0.1503748893737793,-0.4439547657966614
188343$_$13,188343,10,A,0.0001872827609380086,0.00017088651657104492,-0.001222074031829834
188343$_$13,188343,10,V,0.00013625621795654297,0.0002333521842956543,-0.00023496150970458984
188343$_$13,188343,11,T,0.010643596450487774,-0.01024085283279419,0.06627804040908813
188343$_$13,188343,11,A,0.00025328993797302246,-0.00023066997528076172,-0.0016554594039916992
188343$_$13,188343,11,V,0.0002715835968653361,0.0004010796546936035,-0.0008525252342224121
188343$_$13,188343,12,T,0.036591107646624245,0.0498967170715332,-0.13971298933029175
188343$_$13,188343,12,A,0.0005419254302978516,-0.0006037354469299316,0.002880692481994629
188343$_$13,188343,12,V,0.00031325717767079675,0.00028210878372192383,-0.0020664334297180176
188343$_$13,188343,13,T,0.04110461473464966,0.052534520626068115,-0.1780482530593872
188343$_$13,188343,13,A,0.0006149162848790487,-0.000825345516204834,0.00242692232131958
188343$_$13,188343,13,V,0.00027879575888315833,0.00019317865371704102,-0.0021864771842956543
188343$_$13,188343,14,T,0.051563675204912826,0.06692713499069214,-0.21720129251480103
188343$_$13,188343,14,A,0.0002629806598027547,0.0005183219909667969,4.583597183227539e-05
188343$_$13,188343,14,V,0.000579958160718282,-0.0005042552947998047,0.003933966159820557
