sample_id,original_group,current_paired_use,original_ta_issue,original_identity_issue,original_no_face,ctc_diagnostic_wer,ctc_accepted_word_fraction,whisperx_status,whisperx_wer,whisperx_cer,whisperx_word_overlap_f1,ctc_whisperx_common_word_coverage,ctc_whisperx_median_midpoint_difference_s,ctc_whisperx_p90_midpoint_difference_s,permutation_true_similarity,permutation_negative_p95,permutation_true_rank,permutation_empirical_percentile,ta_evidence_level,mfa_status,mfa_alignment_success,mfa_aligned_word_fraction,arcface_episode_count,arcface_valid_embedding_episode_count,arcface_identity_cluster_count_0_60,arcface_partition_stable_0_50_0_60_0_70,arcface_simultaneous_different_clusters,av_sync_real_score,av_sync_null_median,av_sync_null_p95,av_sync_empirical_percentile,av_sync_top1_top2_margin,talknet_status,talknet_logit,talknet_speaking_frame_fraction,talknet_selected_valid_episode_count,talknet_selected_frame_count,text_audio_candidate_status,vision_candidate_status,trimodal_candidate_status,text_audio_status,vision_status,trimodal_status,vision_evidence_level,releasable_visual_time_ratio,masked_visual_time_ratio,evidence_reason
-mJ2ud6oKI8$_$9,identity_and_text_audio,0,1,1,0,1.0909090909090908,0.5454545454545454,ok,0.9545454545454546,0.9,0.09302325581395349,0.045454545454545456,1.2747630813953483,1.2747630813953483,0.045454545454545414,0.04761904761904767,3,0.825,TA_CONFLICT,skipped_optional_high_cost,,,2,2,1,1,0,-0.05006090691120449,0.012010140767622465,0.24123413613652167,0.3076923076923077,,completed_with_explicit_short_episode_gaps,-1.5436112866344223,0.0,2,166,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,CTC and WhisperX/negative-control evidence do not establish the official pairing; ArcFace partition or AV-sync does not uniquely bind the target identity
-ri04Z7vwnc$_$0,vision_no_face_and_text_audio,0,1,0,1,1.0,0.75,ok,1.0,1.0,0.0,0.0,,,0.0,0.0,1,0.5,TA_CONFLICT,skipped_optional_high_cost,,,0,0,0,1,0,,,,,,completed_with_explicit_short_episode_gaps,,,0,0,uncertain,missing,uncertain,uncertain,missing,uncertain,V_MISSING,0.0,1.0,CTC and WhisperX/negative-control evidence do not establish the official pairing; confirmed automatic no-face condition from frozen OpenFace output
-ri04Z7vwnc$_$2,text_audio_only_single_episode,0,1,0,0,1.0,0.625,ok,1.0,0.8875,0.0,0.0,,,0.0,0.0,1,0.5,TA_CONFLICT,skipped_optional_high_cost,,,1,1,1,1,0,0.4669062700185148,0.5081595354036582,0.6626042051343657,0.4782608695652174,,completed_with_explicit_short_episode_gaps,-0.872026801109314,0.02127659574468085,1,47,uncertain,verified,uncertain,uncertain,verified,uncertain,V_STRONG,0.32639027639027446,0.6736097236097256,CTC and WhisperX/negative-control evidence do not establish the official pairing; single-episode frozen baseline has no identity ambiguity
-ri04Z7vwnc$_$5,text_audio_only_single_episode,0,1,0,0,1.875,0.625,ok,1.5,1.0789473684210527,0.1,0.125,1.4355483490566037,1.4355483490566037,0.0,0.08333333333333337,6,0.375,TA_CONFLICT,skipped_optional_high_cost,,,1,1,1,1,0,0.07954315033481173,0.10256322488739006,0.49925453048933055,0.46153846153846156,,completed_with_explicit_short_episode_gaps,-0.6241453886032104,0.08235294117647059,1,85,uncertain,verified,uncertain,uncertain,verified,uncertain,V_STRONG,0.9880944829948364,0.011905517005163624,CTC and WhisperX/negative-control evidence do not establish the official pairing; single-episode frozen baseline has no identity ambiguity
-s9qJ7ATP7w$_$0,identity_only,0,0,1,0,0.20833333333333334,0.9583333333333334,ok,0.0,0.0,1.0,0.9583333333333334,0.1670568181818184,0.28765624999999984,1.0,0.08541666666666674,1,1.0,TA_STRONG,skipped_optional_high_cost,,,3,3,2,0,1,-0.10644507042017913,-0.0067960002227872435,0.2012785255073732,0.23076923076923078,,completed_with_explicit_short_episode_gaps,-1.6007038594212772,0.2471042471042471,2,259,verified,uncertain,uncertain,verified,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; ArcFace partition or AV-sync does not uniquely bind the target identity"
-s9qJ7ATP7w$_$1,identity_only,0,0,1,0,0.45454545454545453,1.0,ok,0.2727272727272727,0.41025641025641024,0.8695652173913043,0.9090909090909091,0.12047851562500012,0.35288479817708357,0.75,0.08333333333333337,1,1.0,TA_STRONG,skipped_optional_high_cost,,,2,2,2,0,1,0.35721870012036455,0.224438400051772,0.4913093780082181,0.8076923076923077,0.3420095002527223,completed_with_explicit_short_episode_gaps,-0.7146091461181641,0.23157894736842105,1,95,verified,uncertain,partial,verified,uncertain,partial,V_PARTIAL,0.6783216783216759,0.3216783216783241,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; only the top AV-supported ArcFace identity cluster is a usable candidate"
-s9qJ7ATP7w$_$4,identity_only,0,0,1,0,0.4444444444444444,1.0,ok,0.4444444444444444,0.3488372093023256,0.8181818181818181,1.0,0.24291619318181845,0.3305607954545454,0.6923076923076923,0.07692307692307687,1,1.0,TA_STRONG,skipped_optional_high_cost,,,3,3,3,1,0,0.3189907684691567,0.04459676052508351,0.618433298323344,0.72,0.2206950903826207,completed_with_explicit_short_episode_gaps,0.061398036777973175,0.46875,1,32,verified,uncertain,uncertain,verified,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; ArcFace partition or AV-sync does not uniquely bind the target identity"
-s9qJ7ATP7w$_$7,identity_only,0,0,1,0,0.5714285714285714,1.0,ok,0.0,0.0,1.0,0.8928571428571429,0.13487764084507048,0.23227497065727717,1.0,0.1071428571428571,1,1.0,TA_STRONG,skipped_optional_high_cost,,,4,3,2,0,0,0.0137112131469871,0.038280785436964476,0.39981649750842363,0.4230769230769231,,completed_with_explicit_short_episode_gaps,-1.7412521294539882,0.2261904761904762,3,168,verified,uncertain,uncertain,verified,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; ArcFace partition or AV-sync does not uniquely bind the target identity"
-s9qJ7ATP7w$_$8,identity_only,0,0,1,0,0.4166666666666667,1.0,ok,0.3333333333333333,0.4186046511627907,0.8571428571428571,1.0,0.1940763888888888,0.25078383838383844,0.75,0.0625,1,1.0,TA_STRONG,skipped_optional_high_cost,,,2,2,1,0,0,0.2281988870772342,0.20858839047012206,0.5131288554212263,0.5769230769230769,,completed_with_explicit_short_episode_gaps,-0.7484172505440472,0.4316546762589928,2,139,verified,uncertain,uncertain,verified,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; ArcFace partition or AV-sync does not uniquely bind the target identity"
-tANM6ETl_M$_$3,identity_only,0,0,1,0,0.13636363636363635,1.0,ok,0.045454545454545456,0.02197802197802198,0.9767441860465117,0.9545454545454546,0.19062530487804885,0.2635783536585352,0.9545454545454546,0.04940476190476198,1,1.0,TA_STRONG,skipped_optional_high_cost,,,3,3,2,1,1,0.07110489899556774,0.1664261640566367,0.3136547670131105,0.36,,completed_with_explicit_short_episode_gaps,0.7974550791762092,0.7987012987012987,2,154,verified,uncertain,uncertain,verified,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; ArcFace partition or AV-sync does not uniquely bind the target identity"
-wMB_hJL-3o$_$7,identity_only,0,0,1,0,0.0,1.0,ok,0.0,0.0,1.0,1.0,0.14886365927419376,0.2557000252016129,1.0,0.09090909090909094,1,1.0,TA_STRONG,skipped_optional_high_cost,,,7,7,4,0,0,0.035106405667691014,0.07476602887572166,0.26871100046959157,0.25,,completed_with_explicit_short_episode_gaps,1.1879506051111564,0.9136690647482014,3,139,verified,uncertain,uncertain,verified,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; ArcFace partition or AV-sync does not uniquely bind the target identity"
-wny0OAz3g8$_$0,identity_only,0,0,1,0,0.2222222222222222,1.0,ok,0.2,0.022727272727272728,0.8421052631578948,0.8888888888888888,0.17416584158415827,0.2202257425742574,0.8,0.09191919191919197,1,1.0,TA_STRONG,skipped_optional_high_cost,,,4,4,3,1,1,0.44961665856539157,0.24810394801247226,0.41677985327077444,0.9615384615384616,0.33240699832993226,completed_with_explicit_short_episode_gaps,-3.0495543479919434,0.0,1,68,verified,uncertain,partial,verified,uncertain,partial,V_PARTIAL,0.699999999999999,0.30000000000000104,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; only the top AV-supported ArcFace identity cluster is a usable candidate"
-wny0OAz3g8$_$1,identity_only,0,0,1,0,0.18181818181818182,1.0,ok,0.25,0.06956521739130435,0.8333333333333334,0.9090909090909091,0.18943787026066428,0.22056727636255932,0.75,0.04166666666666663,1,1.0,TA_STRONG,skipped_optional_high_cost,,,7,7,2,1,1,0.7482426669337747,0.46477142403277066,0.7609130953209343,0.875,0.6125831027377653,completed_with_explicit_short_episode_gaps,-1.9037509163220723,0.0,2,12,verified,uncertain,partial,verified,uncertain,partial,V_PARTIAL,0.08780487804878018,0.9121951219512199,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; only the top AV-supported ArcFace identity cluster is a usable candidate"
-wny0OAz3g8$_$2,identity_only,0,0,1,0,0.2608695652173913,1.0,ok,0.08333333333333333,0.009009009009009009,0.9361702127659574,0.9565217391304348,0.15496821120689663,0.24920398706896563,0.9166666666666666,0.04347826086956519,1,1.0,TA_STRONG,skipped_optional_high_cost,,,5,5,3,1,1,0.379446713973725,0.740514957042322,0.9377261375662939,0.22727272727272727,0.3524768269235311,completed_with_explicit_short_episode_gaps,-1.779990315437317,0.0,1,4,verified,uncertain,uncertain,verified,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; ArcFace partition or AV-sync does not uniquely bind the target identity"
-wny0OAz3g8$_$3,identity_only,0,0,1,0,0.15,1.0,ok,0.05,0.08163265306122448,0.975609756097561,1.0,0.16477697368421101,0.23535983552631584,0.9523809523809523,0.09761904761904765,1,1.0,TA_STRONG,skipped_optional_high_cost,,,3,3,1,1,0,0.20625418652711058,0.17594749549057304,0.2871876809509713,0.7083333333333334,,completed_with_explicit_short_episode_gaps,0.5716885369399498,0.6896551724137931,3,145,verified,uncertain,uncertain,verified,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; ArcFace partition or AV-sync does not uniquely bind the target identity"
-wny0OAz3g8$_$5,identity_only,0,0,1,0,0.35,1.0,ok,0.09523809523809523,0.009615384615384616,0.9268292682926829,0.95,0.15883020833333283,0.22058114583333302,0.9047619047619048,0.04734848484848484,1,1.0,TA_STRONG,skipped_optional_high_cost,,,7,7,2,1,1,0.18134157591930392,0.2094278706685244,0.6704772155477067,0.36,0.11012145079018183,completed_with_explicit_short_episode_gaps,-1.5397163737903943,0.0,4,11,verified,uncertain,uncertain,verified,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; ArcFace partition or AV-sync does not uniquely bind the target identity"
-wny0OAz3g8$_$7,identity_only,0,0,1,0,0.2413793103448276,1.0,ok,0.034482758620689655,0.007751937984496124,0.9655172413793104,0.9655172413793104,0.136058943089431,0.2525700711382113,0.9655172413793104,0.07068965517241384,1,1.0,TA_STRONG,skipped_optional_high_cost,,,3,3,1,1,0,0.11352844599031682,0.1318207962454501,0.22909833912408653,0.38461538461538464,,completed_with_explicit_short_episode_gaps,0.7304370545960487,0.9202127659574468,3,188,verified,uncertain,uncertain,verified,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; ArcFace partition or AV-sync does not uniquely bind the target identity"
-wny0OAz3g8$_$9,identity_only,0,0,1,0,0.15,1.0,ok,0.0,0.0,1.0,1.0,0.15259042553191537,0.21150452127659636,1.0,0.050000000000000044,1,1.0,TA_STRONG,skipped_optional_high_cost,,,3,3,1,1,0,0.15895211378756532,0.09805652582405262,0.25309547704833474,0.7083333333333334,,completed_with_explicit_short_episode_gaps,1.1492396112698227,0.8880597014925373,3,134,verified,uncertain,uncertain,verified,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,"WhisperX semantics, negative controls, CTC coverage, and word timing agree; ArcFace partition or AV-sync does not uniquely bind the target identity"
-yRb-Jum7EQ$_$1,identity_and_text_audio,0,1,1,0,1.2040816326530612,0.7959183673469388,ok,0.5714285714285714,0.4411764705882353,0.6792452830188679,0.5102040816326531,3.231401815181518,10.402550247524754,0.5087719298245614,0.10701754385964914,1,1.0,TA_SEMANTIC_ONLY,skipped_optional_high_cost,,,3,3,2,1,1,0.11726261382546872,0.0597754313982032,0.1920402783082695,0.8076923076923077,0.15760735273354948,completed_with_explicit_short_episode_gaps,-1.390356183052063,0.002751031636863824,1,727,timing_partial,uncertain,partial,timing_partial,uncertain,partial,V_PARTIAL,0.8291571753986201,0.1708428246013799,"WhisperX and negative controls support the official text, but CTC coverage or timing is partial; only the top AV-supported ArcFace identity cluster is a usable candidate"
-yRb-Jum7EQ$_$5,identity_and_text_audio,0,1,1,0,1.2,0.36,ok,0.92,0.6015625,0.45901639344262296,0.24,3.0697328393734624,6.256551884981572,0.36111111111111116,0.11111111111111116,1,1.0,TA_CONFLICT,skipped_optional_high_cost,,,2,2,2,1,1,0.5871774934969792,0.6497084354354636,0.9012917440932153,0.38461538461538464,0.6581145855941762,completed_with_explicit_short_episode_gaps,-2.076450824737549,0.0,1,8,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,V_UNCERTAIN,0.0,1.0,CTC and WhisperX/negative-control evidence do not establish the official pairing; ArcFace partition or AV-sync does not uniquely bind the target identity
-yRb-Jum7EQ$_$6,text_audio_only_single_episode,0,1,0,0,1.263157894736842,0.7368421052631579,ok,0.10526315789473684,0.05263157894736842,0.918918918918919,0.631578947368421,2.2318846205357143,3.323323482142856,0.8947368421052632,0.05753968253968259,1,1.0,TA_SEMANTIC_ONLY,skipped_optional_high_cost,,,1,1,1,1,0,0.13983306231840664,0.12119786790006729,0.2936658992559065,0.5384615384615384,,completed_with_explicit_short_episode_gaps,-1.4381674528121948,0.0539568345323741,1,278,timing_partial,verified,partial,timing_partial,verified,partial,V_STRONG,0.8272152256169849,0.1727847743830151,"WhisperX and negative controls support the official text, but CTC coverage or timing is partial; single-episode frozen baseline has no identity ambiguity"
