sample_id,current_paired_use,ta_evidence_level,text_audio_status,ctc_diagnostic_wer,ctc_accepted_word_fraction,whisperx_wer,whisperx_word_overlap_f1,permutation_true_rank,permutation_empirical_percentile,evidence_reason
-I_e4mIh0yE$_$3,1,TA_SEMANTIC_ONLY,timing_partial,0.4090909090909091,1.0,0.13636363636363635,0.8837209302325582,1,1.0,"WhisperX and negative controls support the official text, but CTC coverage or timing is partial"
-vxjVxOeScU$_$4,1,TA_CONFLICT,uncertain,0.2857142857142857,0.9523809523809523,0.7619047619047619,0.42857142857142855,1,1.0,CTC supports the official text but WhisperX/negative-control semantic evidence does not
