video_id,official_sample_id,audio_sample_id,is_diagonal,wer,cer,token_precision,token_recall,token_f1,character_similarity,score
-HwX2H8Z4hY,-HwX2H8Z4hY$_$6,-HwX2H8Z4hY$_$6,1,0.14285714285714285,0.08333333333333333,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.92,0.8885714285714286
-HwX2H8Z4hY,-HwX2H8Z4hY$_$6,-HwX2H8Z4hY$_$9,0,3.0,3.25,0.0,0.0,0.0,0.17021276595744683,0.08510638297872342
-HwX2H8Z4hY,-HwX2H8Z4hY$_$9,-HwX2H8Z4hY$_$2,0,1.0,0.9183673469387755,0.0,0.0,0.0,0.08163265306122447,0.040816326530612235
-HwX2H8Z4hY,-HwX2H8Z4hY$_$9,-HwX2H8Z4hY$_$5,0,0.9545454545454546,0.8061224489795918,0.1111111111111111,0.045454545454545456,0.06451612903225805,0.19387755102040816,0.1291968400263331
-HwX2H8Z4hY,-HwX2H8Z4hY$_$9,-HwX2H8Z4hY$_$6,0,1.0,0.826530612244898,0.0,0.0,0.0,0.173469387755102,0.086734693877551
-HwX2H8Z4hY,-HwX2H8Z4hY$_$9,-HwX2H8Z4hY$_$9,1,0.045454545454545456,0.04081632653061224,1.0,0.9545454545454546,0.9767441860465117,0.9591836734693877,0.9679639297579496
-I_e4mIh0yE,-I_e4mIh0yE$_$1,-I_e4mIh0yE$_$1,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-I_e4mIh0yE,-I_e4mIh0yE$_$1,-I_e4mIh0yE$_$3,0,1.1666666666666667,1.0,0.09523809523809523,0.1111111111111111,0.10256410256410256,0.24528301886792447,0.1739235607160135
-I_e4mIh0yE,-I_e4mIh0yE$_$3,-I_e4mIh0yE$_$1,0,0.9545454545454546,0.7592592592592593,0.1111111111111111,0.09090909090909091,0.09999999999999999,0.2407407407407407,0.17037037037037034
-I_e4mIh0yE,-I_e4mIh0yE$_$3,-I_e4mIh0yE$_$3,1,0.13636363636363635,0.027777777777777776,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.9722222222222222,0.9279715762273901
-MeTTeMJBNc,-MeTTeMJBNc$_$0,-MeTTeMJBNc$_$0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-MeTTeMJBNc,-MeTTeMJBNc$_$0,-MeTTeMJBNc$_$13,0,0.9047619047619048,0.648936170212766,0.17647058823529413,0.14285714285714285,0.15789473684210528,0.35106382978723405,0.2544792833146697
-MeTTeMJBNc,-MeTTeMJBNc$_$0,-MeTTeMJBNc$_$7,0,1.4761904761904763,1.0319148936170213,0.06451612903225806,0.09523809523809523,0.07692307692307691,0.2421875,0.15955528846153846
-MeTTeMJBNc,-MeTTeMJBNc$_$13,-MeTTeMJBNc$_$0,0,1.3571428571428572,1.1818181818181819,0.09523809523809523,0.14285714285714285,0.11428571428571427,0.3085106382978723,0.21139817629179328
-MeTTeMJBNc,-MeTTeMJBNc$_$13,-MeTTeMJBNc$_$13,1,0.21428571428571427,0.21818181818181817,0.8235294117647058,1.0,0.9032258064516129,0.8208955223880597,0.8620606644198363
-MeTTeMJBNc,-MeTTeMJBNc$_$13,-MeTTeMJBNc$_$7,0,2.0714285714285716,1.8363636363636364,0.16129032258064516,0.35714285714285715,0.2222222222222222,0.2109375,0.2165798611111111
-MeTTeMJBNc,-MeTTeMJBNc$_$7,-MeTTeMJBNc$_$0,0,1.0,0.7578125,0.09523809523809523,0.06451612903225806,0.07692307692307691,0.2421875,0.15955528846153846
-MeTTeMJBNc,-MeTTeMJBNc$_$7,-MeTTeMJBNc$_$13,0,0.9354838709677419,0.7734375,0.29411764705882354,0.16129032258064516,0.20833333333333331,0.2265625,0.21744791666666666
-MeTTeMJBNc,-MeTTeMJBNc$_$7,-MeTTeMJBNc$_$7,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-NFrJFQijFE,-NFrJFQijFE$_$1,-NFrJFQijFE$_$1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-NFrJFQijFE,-NFrJFQijFE$_$1,-NFrJFQijFE$_$2,0,1.0,0.7948717948717948,0.0,0.0,0.0,0.20512820512820518,0.10256410256410259
-NFrJFQijFE,-NFrJFQijFE$_$2,-NFrJFQijFE$_$1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-NFrJFQijFE,-NFrJFQijFE$_$2,-NFrJFQijFE$_$2,1,1.0,0.7590361445783133,0.0,0.0,0.0,0.24096385542168675,0.12048192771084337
-RfYyzHpjk4,-RfYyzHpjk4$_$11,-RfYyzHpjk4$_$11,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-RfYyzHpjk4,-RfYyzHpjk4$_$11,-RfYyzHpjk4$_$2,0,1.411764705882353,1.0422535211267605,0.04,0.058823529411764705,0.04761904761904763,0.19565217391304346,0.12163561076604554
-RfYyzHpjk4,-RfYyzHpjk4$_$11,-RfYyzHpjk4$_$8,0,0.8823529411764706,0.6901408450704225,0.13333333333333333,0.11764705882352941,0.125,0.3098591549295775,0.21742957746478875
-RfYyzHpjk4,-RfYyzHpjk4$_$2,-RfYyzHpjk4$_$11,0,0.96,0.7956989247311828,0.058823529411764705,0.04,0.04761904761904763,0.20430107526881724,0.12596006144393243
-RfYyzHpjk4,-RfYyzHpjk4$_$2,-RfYyzHpjk4$_$2,1,0.04,0.03225806451612903,0.96,0.96,0.96,0.967741935483871,0.9638709677419355
-RfYyzHpjk4,-RfYyzHpjk4$_$2,-RfYyzHpjk4$_$8,0,0.92,0.8279569892473119,0.4,0.24,0.3,0.17204301075268813,0.23602150537634406
-RfYyzHpjk4,-RfYyzHpjk4$_$8,-RfYyzHpjk4$_$11,0,0.8823529411764706,0.8095238095238095,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.2816901408450704,0.1996685998342999
-RfYyzHpjk4,-RfYyzHpjk4$_$8,-RfYyzHpjk4$_$2,0,1.3529411764705883,1.1587301587301588,0.28,0.4117647058823529,0.3333333333333333,0.2065217391304348,0.26992753623188404
-RfYyzHpjk4,-RfYyzHpjk4$_$8,-RfYyzHpjk4$_$8,1,0.17647058823529413,0.20634920634920634,0.9333333333333333,0.8235294117647058,0.8749999999999999,0.7936507936507937,0.8343253968253967
-THoVjtIkeU,-THoVjtIkeU$_$12,-THoVjtIkeU$_$12,1,0.05128205128205128,0.0,0.9736842105263158,0.9487179487179487,0.9610389610389611,1.0,0.9805194805194806
-THoVjtIkeU,-THoVjtIkeU$_$12,-THoVjtIkeU$_$2,0,0.9487179487179487,0.8192771084337349,0.3,0.07692307692307693,0.12244897959183675,0.1807228915662651,0.15158593557905092
-THoVjtIkeU,-THoVjtIkeU$_$12,-THoVjtIkeU$_$6,0,0.9487179487179487,0.7469879518072289,0.27586206896551724,0.20512820512820512,0.23529411764705882,0.2530120481927711,0.24415308291991497
-THoVjtIkeU,-THoVjtIkeU$_$2,-THoVjtIkeU$_$12,0,3.6,2.5660377358490565,0.07894736842105263,0.3,0.125,0.1807228915662651,0.15286144578313254
-THoVjtIkeU,-THoVjtIkeU$_$2,-THoVjtIkeU$_$2,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-THoVjtIkeU,-THoVjtIkeU$_$2,-THoVjtIkeU$_$6,0,2.7,1.7547169811320755,0.1724137931034483,0.5,0.25641025641025644,0.211864406779661,0.23413733159495873
-THoVjtIkeU,-THoVjtIkeU$_$6,-THoVjtIkeU$_$12,0,1.2,1.0420168067226891,0.21052631578947367,0.26666666666666666,0.23529411764705882,0.2530120481927711,0.24415308291991497
-THoVjtIkeU,-THoVjtIkeU$_$6,-THoVjtIkeU$_$2,0,0.9333333333333333,0.7815126050420168,0.5,0.16666666666666666,0.25,0.2184873949579832,0.2342436974789916
