sample_id,semantic_pairing_status,semantic_reason,temporal_alignment_status,temporal_reason,forced_alignment_status,forced_alignment_coverage,common_word_count,common_word_fraction,start_median,end_median,midpoint_median,midpoint_p90,max_error,CTC_coverage,new_alignment_coverage,conflict_cause,visual_candidate_status,verified_visual_duration,ambiguous_duration,missing_duration,usable_fraction
-mJ2ud6oKI8$_$9,CONFLICT,CTC_and_WhisperX_agree_but_both_conflict_with_official,NOT_APPLICABLE,semantic_pairing_not_supported,ok,1.0,12,0.5454545454545454,0.8799781976744192,0.8699534883720933,0.9304694767441866,1.6213667151162794,2.01427034883721,0.5454545454545454,1.0,two_ASRs_agree_but_both_conflict_with_official,unresolved,0,7.007000000000001,0,0.0
-mqbVkbCndg$_$0,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,PARTIAL,official_text_has_reliable_partial_times_but_time_agreement_is_below_VERIFIED,ok,1.0,12,1.0,0.3386507537688439,0.25112437185929654,0.30318404522613085,0.4252365577889447,0.6312261306532667,1.0,1.0,unresolved_algorithmic_or_content_conflict,partially_verified,4.75,1.75,0,0.7307692307692307
-qDkUB0GgYY$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,16,1.0,0.1982043269230771,0.14199694055944068,0.17211068618881126,0.3001559768356644,0.5676271853146853,1.0,1.0,unresolved_algorithmic_or_content_conflict,fully_verified,4.0,0.6666666666666661,0,0.8571428571428572
-ri04Z7vwnc$_$0,CONFLICT,global_retrieval_prefers_other_audio,NOT_APPLICABLE,semantic_pairing_not_supported,ok,1.0,6,0.75,0.3215154411764708,0.5921514705882356,0.4961011029411767,0.6046161764705884,0.6965720588235296,0.75,1.0,ASR_unstable,missing,0,0,2.7944666666666667,0.0
-ri04Z7vwnc$_$2,UNRESOLVED,within_video_clip_mapping_suspected,NOT_APPLICABLE,semantic_pairing_not_supported,ok,1.0,10,0.625,1.932324388586957,1.9367204483695657,2.0571344259510873,2.2168343919836953,2.458030910326087,0.625,1.0,clip_mapping_suspected,unresolved,0,2.2560000000000002,3.75,0.0
-ri04Z7vwnc$_$5,CONFLICT,CTC_and_WhisperX_agree_but_both_conflict_with_official;global_retrieval_prefers_other_audio,NOT_APPLICABLE,semantic_pairing_not_supported,ok,1.0,5,0.625,0.7031450471698114,0.7715412735849058,0.8054422169811322,0.830010141509434,0.9285507075471698,0.625,1.125,two_ASRs_agree_but_both_conflict_with_official,unresolved,0,3.5035111111111115,0,0.0
-s9qJ7ATP7w$_$0,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,23,0.9583333333333334,0.26704261363636395,0.22604261363636402,0.2603267045454546,0.3759457386363635,0.6372926136363644,0.9583333333333334,1.0,unresolved_algorithmic_or_content_conflict,unresolved,0,6.866666666666666,0,0.0
-s9qJ7ATP7w$_$1,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,11,1.0,0.23475716145833347,0.18120768229166684,0.2192623697916669,0.41656282552083357,0.850896484375,1.0,1.0,unresolved_algorithmic_or_content_conflict,partially_verified,1.0,3.7666666666666666,0,0.2097902097902098
-s9qJ7ATP7w$_$4,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,9,1.0,0.2711946022727272,0.18547585227272734,0.2989204545454545,0.40246079545454544,0.5640752840909091,1.0,1.0,unresolved_algorithmic_or_content_conflict,partially_verified,0.75,2.8999999999999995,0.75,0.17045454545454547
-s9qJ7ATP7w$_$5,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,PARTIAL,official_text_has_reliable_partial_times_but_time_agreement_is_below_VERIFIED,ok,1.0,19,1.0,0.36929813218390795,0.2569039750957849,0.34633740421455883,0.49591762452107274,0.706435344827586,1.0,1.0,unresolved_algorithmic_or_content_conflict,unresolved,0,8.5,0.033333333333333215,0.0
-s9qJ7ATP7w$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,5,1.0,0.24296082746478875,0.22096082746478896,0.2684533450704226,0.368409639084507,0.6342922535211268,1.0,1.0,unresolved_algorithmic_or_content_conflict,unresolved,0,2.2166666666666663,0.25,0.0
-s9qJ7ATP7w$_$7,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,28,1.0,0.1849262030516432,0.143549149061033,0.1735576584507047,0.2868455252347421,0.43083348004694866,1.0,1.0,unresolved_algorithmic_or_content_conflict,unresolved,0,5.433333333333333,1.5,0.0
-s9qJ7ATP7w$_$8,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,12,1.0,0.22029924242424237,0.1756590909090907,0.23721338383838375,0.30403383838383835,0.46836742424242406,1.0,1.0833333333333333,unresolved_algorithmic_or_content_conflict,partially_verified,0.5,2.7666666666666666,0,0.15306122448979592
-t217m2on-s$_$2,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,12,1.0,0.2199456249999998,0.15432562500000002,0.20791531249999995,0.39292299999999997,1.03997625,1.0,1.0,unresolved_algorithmic_or_content_conflict,partially_verified,4.5,1.166666666666666,0,0.7941176470588236
-t217m2on-s$_$7,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,45,1.0,0.27069832862523313,0.20247693032014968,0.25589253766478226,0.385849835216571,0.6883167372881331,1.0,1.0,unresolved_algorithmic_or_content_conflict,partially_verified,9.0,8.166666666666664,0,0.5242718446601943
-tANM6ETl_M$_$3,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,22,1.0,0.2616253048780488,0.1977064024390236,0.2569911585365848,0.3580451981707315,0.4822506097560968,1.0,1.0,unresolved_algorithmic_or_content_conflict,partially_verified,5.25,1.4833333333333334,0,0.7797029702970297
-tPCytz4rww$_$10,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,12,1.0,0.3148765086206894,0.24248017241379272,0.2640329741379308,0.30777711206896535,0.5332176724137927,1.0,1.0,unresolved_algorithmic_or_content_conflict,fully_verified,4.75,0.016666666666666607,0,0.9965034965034966
-tPCytz4rww$_$11,MATCH_WEAK,WhisperX_partially_supports_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,17,1.0,0.2469990643712574,0.18455033682634725,0.25332690868263474,0.3220311751497,0.5833038922155684,1.0,1.0,unresolved_algorithmic_or_content_conflict,fully_verified,5.466666666666667,0,0,1.0
-tPCytz4rww$_$12,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,26,1.0,0.2876705942622949,0.1955765881147542,0.24196618852459006,0.4104375640368848,0.7690732581967215,1.0,1.0,unresolved_algorithmic_or_content_conflict,fully_verified,11.0,0.8333333333333339,0,0.9295774647887324
-tPCytz4rww$_$16,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,16,1.0,0.28230250563063075,0.20579814189189216,0.29283199605855836,0.3421500914977482,1.675259290540541,1.0,1.0,unresolved_algorithmic_or_content_conflict,partially_verified,5.75,1.4500000000000002,0,0.798611111111111
-tPCytz4rww$_$18,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,16,1.0,0.2450935968137251,0.1638929227941177,0.19914682904411768,0.2942471660539213,0.6201973039215685,1.0,1.0,unresolved_algorithmic_or_content_conflict,fully_verified,5.883333333333333,0.75,0,0.8869346733668342
-uywlfIYOS8$_$4,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,18,1.0,0.2678094262295079,0.20855327868852447,0.24153995901639347,0.3276908811475406,0.4747920081967212,1.0,1.0,unresolved_algorithmic_or_content_conflict,fully_verified,5.0,1.0333333333333332,0,0.8287292817679558
-vxjVxOeScU$_$4,UNRESOLVED,independent_semantic_evidence_is_inconclusive,NOT_APPLICABLE,semantic_pairing_not_supported,ok,1.0,20,0.9523809523809523,0.30317148576512465,0.2221714857651247,0.27599810943060543,0.4518387844750894,0.9603507562277578,0.9523809523809523,1.0,ASR_unstable,unresolved,0,9.1,0,0.0
-wMB_hJL-3o$_$7,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,22,1.0,0.19754217069892455,0.15354889112903236,0.18439583333333348,0.3018500252016127,0.5196564180107528,1.0,1.0,unresolved_algorithmic_or_content_conflict,fully_verified,5.25,0.7833333333333332,0,0.8701657458563536
-wny0OAz3g8$_$0,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,9,1.0,0.17733663366336633,0.1982475247524751,0.19019306930693067,0.24005841584158413,0.3355544554455445,1.0,1.0,unresolved_algorithmic_or_content_conflict,fully_verified,2.75,0.583333333333333,0,0.8250000000000001
-wny0OAz3g8$_$1,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,22,1.0,0.2400097748815171,0.1562579976303322,0.21383130924170646,0.25483758886256025,0.3689880035545041,1.0,1.0454545454545454,unresolved_algorithmic_or_content_conflict,fully_verified,6.5,0.33333333333333304,0,0.951219512195122
-wny0OAz3g8$_$2,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,23,1.0,0.2200506465517238,0.17352478448275876,0.22394504310344798,0.36533965517241385,0.5636045258620688,1.0,1.0,unresolved_algorithmic_or_content_conflict,partially_verified,5.25,1.416666666666666,0,0.7875000000000001
-wny0OAz3g8$_$3,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,20,1.0,0.19376036184210543,0.14610855263157896,0.17455526315789507,0.2490098355263159,0.39689309210526336,1.0,1.0,unresolved_algorithmic_or_content_conflict,partially_verified,4.0,2.133333333333333,0,0.6521739130434783
-wny0OAz3g8$_$5,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,20,1.0,0.24919895833333316,0.19378697916666643,0.22697994791666654,0.3098019791666661,0.4612281249999999,1.0,1.0,unresolved_algorithmic_or_content_conflict,fully_verified,6.25,0.6499999999999995,0,0.9057971014492754
-wny0OAz3g8$_$7,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,29,1.0,0.22840345528455241,0.18055792682926874,0.21565142276422744,0.3431348577235773,0.5212540650406505,1.0,1.0,unresolved_algorithmic_or_content_conflict,fully_verified,7.25,0.8166666666666664,0,0.8987603305785125
-wny0OAz3g8$_$9,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,VERIFIED,CTC_and_official_forced_alignment_meet_frozen_time_thresholds,ok,1.0,20,1.0,0.23717553191489393,0.18829787234042572,0.21216256648936174,0.3183481382978724,0.47105452127659575,1.0,1.0,unresolved_algorithmic_or_content_conflict,fully_verified,5.25,0.9500000000000002,0,0.8467741935483871
-yRb-Jum7EQ$_$1,MATCH_WEAK,WhisperX_partially_supports_official_text,PARTIAL,official_text_has_reliable_partial_times_but_time_agreement_is_below_VERIFIED,ok,1.0,39,0.7959183673469388,3.6210053630363,3.6420053630363007,3.5651749174917473,10.352707673267327,13.932281765676567,0.7959183673469388,1.0,ASR_unstable,unresolved,0,29.266666666666666,0,0.0
-yRb-Jum7EQ$_$5,MATCH_WEAK,WhisperX_partially_supports_official_text,PARTIAL,official_text_has_reliable_partial_times_but_time_agreement_is_below_VERIFIED,ok,1.0,9,0.36,4.862495469901718,4.882495469901719,4.88007125307125,6.661723963452089,8.808777718058968,0.36,1.0,ASR_unstable,partially_verified,1.25,11.916666666666666,0,0.0949367088607595
-yRb-Jum7EQ$_$6,MATCH_STRONG,WhisperX_and_global_retrieval_support_official_text,PARTIAL,official_text_has_reliable_partial_times_but_time_agreement_is_below_VERIFIED,ok,1.0,14,0.7368421052631579,0.45874374999999995,0.413156339285714,0.4172342410714283,1.1840450892857137,1.6635493749999988,0.7368421052631579,1.0,ASR_unstable,partially_verified,0.5,10.742539682539682,0,0.04447393686112837
